40 780
1 2 92
1 3 117
1 4 54
1 5 56
1 6 22
1 7 65
1 8 22
1 9 52
1 10 59
1 11 40
1 12 113
1 13 117
1 14 91
1 15 33
1 16 93
1 17 92
1 18 0
1 19 60
1 20 110
1 21 59
1 22 88
1 23 74
1 24 56
1 25 93
1 26 62
1 27 106
1 28 12
1 29 18
1 30 86
1 31 56
1 32 1
1 33 56
1 34 99
1 35 11
1 36 37
1 37 19
1 38 102
1 39 119
1 40 9
2 3 80
2 4 56
2 5 49
2 6 63
2 7 104
2 8 13
2 9 59
2 10 58
2 11 33
2 12 77
2 13 93
2 14 108
2 15 54
2 16 63
2 17 22
2 18 50
2 19 40
2 20 4
2 21 117
2 22 99
2 23 52
2 24 58
2 25 0
2 26 74
2 27 56
2 28 16
2 29 4
2 30 111
2 31 5
2 32 116
2 33 24
2 34 19
2 35 30
2 36 40
2 37 4
2 38 72
2 39 64
2 40 1
3 4 34
3 5 109
3 6 91
3 7 108
3 8 115
3 9 77
3 10 71
3 11 119
3 12 114
3 13 15
3 14 112
3 15 116
3 16 46
3 17 102
3 18 66
3 19 29
3 20 50
3 21 98
3 22 61
3 23 110
3 24 19
3 25 41
3 26 42
3 27 50
3 28 113
3 29 19
3 30 48
3 31 81
3 32 96
3 33 34
3 34 16
3 35 100
3 36 42
3 37 56
3 38 112
3 39 14
3 40 75
4 5 29
4 6 71
4 7 91
4 8 32
4 9 82
4 10 36
4 11 91
4 12 64
4 13 1
4 14 102
4 15 108
4 16 87
4 17 118
4 18 33
4 19 119
4 20 108
4 21 86
4 22 82
4 23 85
4 24 96
4 25 16
4 26 57
4 27 85
4 28 83
4 29 87
4 30 112
4 31 94
4 32 76
4 33 79
4 34 11
4 35 22
4 36 41
4 37 66
4 38 102
4 39 76
4 40 85
5 6 48
5 7 105
5 8 48
5 9 85
5 10 18
5 11 117
5 12 10
5 13 115
5 14 22
5 15 29
5 16 99
5 17 62
5 18 1
5 19 70
5 20 97
5 21 88
5 22 24
5 23 102
5 24 40
5 25 81
5 26 7
5 27 42
5 28 0
5 29 45
5 30 33
5 31 111
5 32 58
5 33 35
5 34 86
5 35 98
5 36 16
5 37 87
5 38 61
5 39 36
5 40 98
6 7 40
6 8 43
6 9 56
6 10 113
6 11 18
6 12 84
6 13 74
6 14 43
6 15 8
6 16 33
6 17 86
6 18 100
6 19 43
6 20 19
6 21 85
6 22 49
6 23 89
6 24 2
6 25 49
6 26 7
6 27 49
6 28 58
6 29 42
6 30 73
6 31 119
6 32 67
6 33 68
6 34 82
6 35 99
6 36 10
6 37 67
6 38 97
6 39 29
6 40 58
7 8 34
7 9 10
7 10 14
7 11 11
7 12 70
7 13 51
7 14 79
7 15 29
7 16 97
7 17 93
7 18 98
7 19 52
7 20 25
7 21 70
7 22 111
7 23 79
7 24 107
7 25 117
7 26 47
7 27 55
7 28 106
7 29 28
7 30 85
7 31 33
7 32 35
7 33 86
7 34 10
7 35 116
7 36 13
7 37 21
7 38 2
7 39 26
7 40 25
8 9 63
8 10 85
8 11 30
8 12 92
8 13 82
8 14 73
8 15 116
8 16 40
8 17 93
8 18 50
8 19 40
8 20 49
8 21 64
