30 435
1 2 9
1 3 41
1 4 64
1 5 20
1 6 70
1 7 48
1 8 4
1 9 59
1 10 75
1 11 31
1 12 13
1 13 30
1 14 77
1 15 12
1 16 44
1 17 88
1 18 30
1 19 17
1 20 20
1 21 89
1 22 14
1 23 36
1 24 84
1 25 84
1 26 59
1 27 13
1 28 70
1 29 69
1 30 87
2 3 72
2 4 8
2 5 72
2 6 13
2 7 87
2 8 73
2 9 23
2 10 45
2 11 54
2 12 77
2 13 62
2 14 73
2 15 77
2 16 31
2 17 70
2 18 56
2 19 3
2 20 33
2 21 40
2 22 40
2 23 13
2 24 76
2 25 41
2 26 0
2 27 25
2 28 35
2 29 19
2 30 71
3 4 16
3 5 66
3 6 1
3 7 66
3 8 17
3 9 10
3 10 69
3 11 1
3 12 84
3 13 52
3 14 81
3 15 68
3 16 74
3 17 10
3 18 39
3 19 11
3 20 23
3 21 18
3 22 28
3 23 68
3 24 67
3 25 64
3 26 42
3 27 81
3 28 40
3 29 0
3 30 47
4 5 80
4 6 71
4 7 0
4 8 39
4 9 16
4 10 15
4 11 15
4 12 16
4 13 51
4 14 15
4 15 65
4 16 36
4 17 66
4 18 4
4 19 77
4 20 32
4 21 57
4 22 33
4 23 81
4 24 59
4 25 7
4 26 84
4 27 46
4 28 11
4 29 82
4 30 33
5 6 27
5 7 75
5 8 52
5 9 79
5 10 0
5 11 69
5 12 43
5 13 48
5 14 75
5 15 49
5 16 58
5 17 65
5 18 0
5 19 36
5 20 67
5 21 53
5 22 79
5 23 11
5 24 27
5 25 83
5 26 84
5 27 16
5 28 14
5 29 59
5 30 25
6 7 18
6 8 87
6 9 45
6 10 77
6 11 84
6 12 73
6 13 37
6 14 74
6 15 66
6 16 4
6 17 51
6 18 57
6 19 28
6 20 76
6 21 33
6 22 24
6 23 82
6 24 88
6 25 75
6 26 63
6 27 67
6 28 75
6 29 75
6 30 12
7 8 34
7 9 81
7 10 38
7 11 59
7 12 32
7 13 36
7 14 9
7 15 26
7 16 80
7 17 75
7 18 1
7 19 4
7 20 4
7 21 33
7 22 9
7 23 67
7 24 86
7 25 85
7 26 48
7 27 18
7 28 85
7 29 64
7 30 88
8 9 80
8 10 58
8 11 82
8 12 62
8 13 38
8 14 68
8 15 47
8 16 85
8 17 48
8 18 27
8 19 38
8 20 31
8 21 84
8 22 27
8 23 42
8 24 44
8 25 34
8 26 84
8 27 19
8 28 28
8 29 31
8 30 24
9 10 66
9 11 88
9 12 50
9 13 66
9 14 32
9 15 32
9 16 54
9 17 67
9 18 78
9 19 4
9 20 58
9 21 40
9 22 33
9 23 16
9 24 3
9 25 84
9 26 32
9 27 28
9 28 16
9 29 30
9 30 22
10 11 18
10 12 87
10 13 34
10 14 22
10 15 77
10 16 22
10 17 26
10 18 41
10 19 30
10 20 58
10 21 46
10 22 77
10 23 69
10 24 59
10 25 15
10 26 45
10 27 58
10 28 80
10 29 57
10 30 81
11 12 1
11 13 41
11 14 73
11 15 38
11 16 46
11 17 27
11 18 52
11 19 69
11 20 24
11 21 11
11 22 37
11 23 38
11 24 84
11 25 46
11 26 8
11 27 54
11 28 9
11 29 35
11 30 19
12 13 79
12 14 63
12 15 0
12 16 49
12 17 62
12 18 64
12 19 59
12 20 13
12 21 3
12 22 55
12 23 62
12 24 11
12 25 69
12 26 70
12 27 48
12 28 64
12 29 55
12 30 73
13 14 34
13 15 39
13 16 30
13 17 27
13 18 7
13 19 84
13 20 67
13 21 5
13 22 66
13 23 56
13 24 29
13 25 42
13 26 43
13 27 49
13 28 74
13 29 17
13 30 68
14 15 31
14 16 45
14 17 26
14 18 52
14 19 84
14 20 17
14 21 11
14 22 10
14 23 23
14 24 71
14 25 56
14 26 16
14 27 37
14 28 16
14 29 53
14 30 27
15 16 28
15 17 7
15 18 59
15 19 65
15 20 78
15 21 31
15 22 49
15 23 9
15 24 13
15 25 53
15 26 43
15 27 11
15 28 1
15 29 8
15 30 18
16 17 70
16 18 71
16 19 18
16 20 43
16 21 25
16 22 35
16 23 38
16 24 76
16 25 57
16 26 73
16 27 21
16 28 39
16 29 53
16 30 34
17 18 63
17 19 62
17 20 87
17 21 4
17 22 84
17 23 45
17 24 74
17 25 43
17 26 79
17 27 32
17 28 70
17 29 14
17 30 7
18 19 45
18 20 45
18 21 46
18 22 48
18 23 51
18 24 78
18 25 67
18 26 77
18 27 52
18 28 87
18 29 69
18 30 1
19 20 72
19 21 81
19 22 48
19 23 72
19 24 81
19 25 34
19 26 15
19 27 78
19 28 61
19 29 71
19 30 12
20 21 74
20 22 22
20 23 62
20 24 74
20 25 60
20 26 70
20 27 71
20 28 6
20 29 37
20 30 86
21 22 56
21 23 66
21 24 0
21 25 80
21 26 24
21 27 7
21 28 6
21 29 3
21 30 60
22 23 60
22 24 6
22 25 26
22 26 64
22 27 83
22 28 78
22 29 24
22 30 18
23 24 71
23 25 87
23 26 49
23 27 2
23 28 32
23 29 18
23 30 81
24 25 55
24 26 9
24 27 9
24 28 65
24 29 87
24 30 69
25 26 89
25 27 67
25 28 37
25 29 23
25 30 65
26 27 44
26 28 10
26 29 60
26 30 77
27 28 16
27 29 47
27 30 55
28 29 10
28 30 27
29 30 43
