80 3160
1 2 161
1 3 75
1 4 53
1 5 211
1 6 60
1 7 132
1 8 2
1 9 225
1 10 23
1 11 89
1 12 92
1 13 94
1 14 202
1 15 65
1 16 141
1 17 125
1 18 99
1 19 97
1 20 199
1 21 114
1 22 125
1 23 205
1 24 141
1 25 175
1 26 161
1 27 104
1 28 146
1 29 43
1 30 29
1 31 95
1 32 3
1 33 51
1 34 206
1 35 158
1 36 78
1 37 123
1 38 12
1 39 52
1 40 93
1 41 79
1 42 164
1 43 187
1 44 222
1 45 27
1 46 74
1 47 156
1 48 147
1 49 68
1 50 55
1 51 229
1 52 227
1 53 219
1 54 87
1 55 157
1 56 132
1 57 89
1 58 189
1 59 18
1 60 67
1 61 77
1 62 201
1 63 135
1 64 204
1 65 65
1 66 10
1 67 159
1 68 125
1 69 30
1 70 148
1 71 203
1 72 149
1 73 231
1 74 20
1 75 174
1 76 134
1 77 70
1 78 21
1 79 126
1 80 96
2 3 43
2 4 43
2 5 181
2 6 0
2 7 101
2 8 26
2 9 19
2 10 131
2 11 239
2 12 102
2 13 229
2 14 194
2 15 181
2 16 38
2 17 60
2 18 231
2 19 65
2 20 79
2 21 97
2 22 235
2 23 119
2 24 36
2 25 74
2 26 217
2 27 236
2 28 61
2 29 211
2 30 64
2 31 51
2 32 108
2 33 152
2 34 143
2 35 143
2 36 42
2 37 45
2 38 225
2 39 86
2 40 142
2 41 163
2 42 38
2 43 79
2 44 88
2 45 27
2 46 127
2 47 98
2 48 79
2 49 185
2 50 164
2 51 32
2 52 195
2 53 2
2 54 114
2 55 127
2 56 5
2 57 21
2 58 24
2 59 128
2 60 63
2 61 239
2 62 94
2 63 132
2 64 136
2 65 76
2 66 44
2 67 189
2 68 17
2 69 62
2 70 153
2 71 156
2 72 13
2 73 140
2 74 212
2 75 31
2 76 141
2 77 152
2 78 83
2 79 183
2 80 9
3 4 19
3 5 197
3 6 52
3 7 92
3 8 171
3 9 106
3 10 142
3 11 225
3 12 66
3 13 180
3 14 65
3 15 217
3 16 62
3 17 82
3 18 81
3 19 38
3 20 121
3 21 13
3 22 31
3 23 81
3 24 211
3 25 130
3 26 102
3 27 236
3 28 210
3 29 51
3 30 37
3 31 164
3 32 31
3 33 114
3 34 165
3 35 15
3 36 225
3 37 151
3 38 69
3 39 185
3 40 65
3 41 98
3 42 140
3 43 215
3 44 197
3 45 112
3 46 170
3 47 86
3 48 105
3 49 83
3 50 60
3 51 181
3 52 77
3 53 1
3 54 44
3 55 167
3 56 198
3 57 4
3 58 61
3 59 235
3 60 181
3 61 237
3 62 49
3 63 199
3 64 34
3 65 87
3 66 112
3 67 138
3 68 19
3 69 225
3 70 88
3 71 40
3 72 0
3 73 97
3 74 32
3 75 109
3 76 16
3 77 174
3 78 186
3 79 55
3 80 108
4 5 157
4 6 116
4 7 74
4 8 231
4 9 30
4 10 124
4 11 235
4 12 108
4 13 225
4 14 2
4 15 142
4 16 14
4 17 20
4 18 92
4 19 28
4 20 165
4 21 133
4 22 19
4 23 212
4 24 156
4 25 43
4 26 106
4 27 110
4 28 77
4 29 10
4 30 104
4 31 146
4 32 144
4 33 214
4 34 62
4 35 115
4 36 25
4 37 205
4 38 213
4 39 164
4 40 185
4 41 54
4 42 71
4 43 10
4 44 226
4 45 184
4 46 74
4 47 4
4 48 120
4 49 0
4 50 229
4 51 231
4 52 119
4 53 185
4 54 117
4 55 205
4 56 39
4 57 214
4 58 109
4 59 7
4 60 100
4 61 41
4 62 15
4 63 149
4 64 205
4 65 153
4 66 68
4 67 126
4 68 234
4 69 23
4 70 149
4 71 5
4 72 81
4 73 14
4 74 196
4 75 75
4 76 126
4 77 144
4 78 218
4 79 107
4 80 125
5 6 78
5 7 172
5 8 53
5 9 45
5 10 174
5 11 176
5 12 236
5 13 212
5 14 233
5 15 1
5 16 83
5 17 196
5 18 48
5 19 53
5 20 126
5 21 175
5 22 217
5 23 214
5 24 81
5 25 235
5 26 106
5 27 160
5 28 194
5 29 196
5 30 21
5 31 53
5 32 98
5 33 234
5 34 10
5 35 186
5 36 8
5 37 19
5 38 237
5 39 86
5 40 125
5 41 201
5 42 220
5 43 6
5 44 48
5 45 28
5 46 146
5 47 40
5 48 137
5 49 40
5 50 90
5 51 57
5 52 155
5 53 135
5 54 184
5 55 1
5 56 84
5 57 106
5 58 148
5 59 182
5 60 153
5 61 167
5 62 209
5 63 201
5 64 124
5 65 88
5 66 48
5 67 3
5 68 32
5 69 92
5 70 141
5 71 152
5 72 33
5 73 89
5 74 17
5 75 8
5 76 34
5 77 146
5 78 161
5 79 232
5 80 90
6 7 169
6 8 32
6 9 129
6 10 61
6 11 98
6 12 155
6 13 189
6 14 38
6 15 170
6 16 171
6 17 55
6 18 121
6 19 12
6 20 57
6 21 139
6 22 148
6 23 74
6 24 2
6 25 82
6 26 238
6 27 129
6 28 198
6 29 40
6 30 101
6 31 148
6 32 149
6 33 59
6 34 37
6 35 238
6 36 176
6 37 137
6 38 92
6 39 207
6 40 59
6 41 224
6 42 122
6 43 117
6 44 188
6 45 154
6 46 57
6 47 57
6 48 131
6 49 198
6 50 27
6 51 237
6 52 67
6 53 122
6 54 162
6 55 220
6 56 136
6 57 210
6 58 168
6 59 231
6 60 0
6 61 220
6 62 74
6 63 199
6 64 97
6 65 40
6 66 0
6 67 74
6 68 187
6 69 139
6 70 60
6 71 129
6 72 150
6 73 77
6 74 157
6 75 198
6 76 36
6 77 196
6 78 153
6 79 92
6 80 133
7 8 217
7 9 169
7 10 5
7 11 34
7 12 136
7 13 134
7 14 133
7 15 7
7 16 195
7 17 129
7 18 41
7 19 44
7 20 51
7 21 84
7 22 198
7 23 5
7 24 51
7 25 90
7 26 55
7 27 114
7 28 77
7 29 46
7 30 75
7 31 105
7 32 227
7 33 181
7 34 105
7 35 92
7 36 226
7 37 10
7 38 184
7 39 79
7 40 110
7 41 197
7 42 228
7 43 130
7 44 27
7 45 171
7 46 106
7 47 221
7 48 205
7 49 177
7 50 88
7 51 194
7 52 23
7 53 20
7 54 12
7 55 15
7 56 81
7 57 213
7 58 48
7 59 78
7 60 137
7 61 180
7 62 163
7 63 118
7 64 175
7 65 130
7 66 113
7 67 67
7 68 34
7 69 4
7 70 94
7 71 182
7 72 203
7 73 165
7 74 78
7 75 146
7 76 152
7 77 234
7 78 95
7 79 14
7 80 73
8 9 134
8 10 100
8 11 109
8 12 183
8 13 229
8 14 95
8 15 60
8 16 238
8 17 173
8 18 195
8 19 33
8 20 68
8 21 39
8 22 28
8 23 40
8 24 214
8 25 41
8 26 41
8 27 66
8 28 146
8 29 203
8 30 220
8 31 115
8 32 145
8 33 83
8 34 118
8 35 173
8 36 120
8 37 21
8 38 175
8 39 230
8 40 110
8 41 95
8 42 65
8 43 55
8 44 231
8 45 122
8 46 77
8 47 133
8 48 167
8 49 85
8 50 184
8 51 233
8 52 159
8 53 3
8 54 49
8 55 36
8 56 79
8 57 103
8 58 24
8 59 89
8 60 87
8 61 210
8 62 206
8 63 236
8 64 95
8 65 56
8 66 47
8 67 219
8 68 147
8 69 225
8 70 124
8 71 7
8 72 92
8 73 131
8 74 9
8 75 77
8 76 120
8 77 183
8 78 114
8 79 25
8 80 9
9 10 47
9 11 77
9 12 32
9 13 227
9 14 133
9 15 166
9 16 41
9 17 73
9 18 22
9 19 44
9 20 30
9 21 88
9 22 207
9 23 210
9 24 198
9 25 26
9 26 233
9 27 119
9 28 38
9 29 213
9 30 224
9 31 119
9 32 192
9 33 235
9 34 80
9 35 63
9 36 104
9 37 42
9 38 72
9 39 7
9 40 125
9 41 198
9 42 214
9 43 114
9 44 8
9 45 5
9 46 198
9 47 173
9 48 61
9 49 126
9 50 206
9 51 171
9 52 207
9 53 34
9 54 219
9 55 172
9 56 184
9 57 86
9 58 49
9 59 97
9 60 23
9 61 21
9 62 135
9 63 60
9 64 95
9 65 47
9 66 130
9 67 17
9 68 209
9 69 191
9 70 162
9 71 114
9 72 120
9 73 204
9 74 160
9 75 62
9 76 228
9 77 184
9 78 131
9 79 68
9 80 140
10 11 220
10 12 123
10 13 79
10 14 17
10 15 58
10 16 217
10 17 34
10 18 1
10 19 198
10 20 186
10 21 206
10 22 222
10 23 136
10 24 13
10 25 87
10 26 165
10 27 81
10 28 146
10 29 78
10 30 39
10 31 213
10 32 6
10 33 235
10 34 83
10 35 29
10 36 98
10 37 101
10 38 28
10 39 18
10 40 226
10 41 187
10 42 8
10 43 104
10 44 211
10 45 77
10 46 155
10 47 16
10 48 28
10 49 30
10 50 198
10 51 2
10 52 111
10 53 119
10 54 236
10 55 59
10 56 18
10 57 77
10 58 54
10 59 185
10 60 81
10 61 6
10 62 185
10 63 153
10 64 152
10 65 52
10 66 239
10 67 140
10 68 201
10 69 225
10 70 38
10 71 18
10 72 36
10 73 18
10 74 213
10 75 157
10 76 189
10 77 114
10 78 104
10 79 209
10 80 217
11 12 126
11 13 67
11 14 212
11 15 132
11 16 170
11 17 21
11 18 217
11 19 212
11 20 213
11 21 197
11 22 77
11 23 218
11 24 125
11 25 147
11 26 84
11 27 9
11 28 40
11 29 8
11 30 165
11 31 17
11 32 207
11 33 191
11 34 226
11 35 121
11 36 210
11 37 143
11 38 116
11 39 24
11 40 81
11 41 226
11 42 88
11 43 37
11 44 44
11 45 186
11 46 132
11 47 87
11 48 25
11 49 138
11 50 227
11 51 143
11 52 77
11 53 140
11 54 218
11 55 78
11 56 36
11 57 63
11 58 23
11 59 130
11 60 132
11 61 107
11 62 204
11 63 70
11 64 122
11 65 121
11 66 225
11 67 124
11 68 37
11 69 225
11 70 123
11 71 134
11 72 154
11 73 162
11 74 172
11 75 221
11 76 43
11 77 17
11 78 63
11 79 174
11 80 34
12 13 153
12 14 231
12 15 236
12 16 66
12 17 124
12 18 188
12 19 70
12 20 234
12 21 22
12 22 179
12 23 127
12 24 149
12 25 132
12 26 163
12 27 237
12 28 183
12 29 152
12 30 82
12 31 99
12 32 89
12 33 190
12 34 159
12 35 157
12 36 46
12 37 77
12 38 60
12 39 150
12 40 135
12 41 192
12 42 1
12 43 163
12 44 49
12 45 208
12 46 226
12 47 199
12 48 6
12 49 177
12 50 16
12 51 5
12 52 212
12 53 22
12 54 167
12 55 123
12 56 195
12 57 155
12 58 237
12 59 83
12 60 145
12 61 190
12 62 118
12 63 128
12 64 64
12 65 110
12 66 191
12 67 62
12 68 194
12 69 115
12 70 200
12 71 84
12 72 124
12 73 116
12 74 100
12 75 218
12 76 49
12 77 179
12 78 78
12 79 176
12 80 221
13 14 110
13 15 78
13 16 136
13 17 62
13 18 193
13 19 75
13 20 47
13 21 9
13 22 59
13 23 190
13 24 184
13 25 119
13 26 198
13 27 152
13 28 110
13 29 28
13 30 220
13 31 191
13 32 158
13 33 177
13 34 224
13 35 154
13 36 154
13 37 235
13 38 239
13 39 27
13 40 127
13 41 21
13 42 53
13 43 125
13 44 158
13 45 197
13 46 234
13 47 198
13 48 52
13 49 238
13 50 188
13 51 33
13 52 213
13 53 140
13 54 171
13 55 216
13 56 161
13 57 119
13 58 30
13 59 4
13 60 26
13 61 95
13 62 69
13 63 196
13 64 195
13 65 192
13 66 95
13 67 133
13 68 163
13 69 188
13 70 205
13 71 231
13 72 6
13 73 235
13 74 42
13 75 21
13 76 230
13 77 239
13 78 22
13 79 103
13 80 195
14 15 27
14 16 35
14 17 75
14 18 12
14 19 88
14 20 49
14 21 32
14 22 65
14 23 206
14 24 230
14 25 67
14 26 150
14 27 6
14 28 139
14 29 134
14 30 133
14 31 200
14 32 149
14 33 18
14 34 183
14 35 188
14 36 98
14 37 150
14 38 1
14 39 0
14 40 124
14 41 44
14 42 95
14 43 158
14 44 70
14 45 132
14 46 97
14 47 125
14 48 49
14 49 54
14 50 213
14 51 127
14 52 75
14 53 145
14 54 162
14 55 79
14 56 161
14 57 117
14 58 108
14 59 199
14 60 72
14 61 233
14 62 90
14 63 180
14 64 124
14 65 101
14 66 118
14 67 59
14 68 114
14 69 178
14 70 103
14 71 235
14 72 84
14 73 57
14 74 144
14 75 74
14 76 231
14 77 211
14 78 225
14 79 48
14 80 79
15 16 14
15 17 70
15 18 205
15 19 95
15 20 230
15 21 66
15 22 42
15 23 177
15 24 92
15 25 229
15 26 106
15 27 103
15 28 153
15 29 110
15 30 72
15 31 60
15 32 36
15 33 45
15 34 232
15 35 71
15 36 188
15 37 62
15 38 59
15 39 93
15 40 180
15 41 39
15 42 230
15 43 8
15 44 73
15 45 191
15 46 234
15 47 214
15 48 229
15 49 104
15 50 217
15 51 64
15 52 4
15 53 142
15 54 89
15 55 31
15 56 128
15 57 60
15 58 29
15 59 209
15 60 204
15 61 211
15 62 101
15 63 50
15 64 82
15 65 79
15 66 209
15 67 100
15 68 231
15 69 185
15 70 140
15 71 110
15 72 175
15 73 230
15 74 60
15 75 114
15 76 181
15 77 64
15 78 196
15 79 131
15 80 235
16 17 3
16 18 30
16 19 139
16 20 98
16 21 134
16 22 58
16 23 174
16 24 142
16 25 204
16 26 91
16 27 49
16 28 205
16 29 223
16 30 82
16 31 171
16 32 59
16 33 30
16 34 149
16 35 97
16 36 8
16 37 1
16 38 53
16 39 55
16 40 44
16 41 0
16 42 9
16 43 89
16 44 166
16 45 107
16 46 217
16 47 137
16 48 8
16 49 150
16 50 120
16 51 114
16 52 61
16 53 96
16 54 170
16 55 139
16 56 72
16 57 150
16 58 183
16 59 80
16 60 168
16 61 137
16 62 97
16 63 226
16 64 53
16 65 127
16 66 176
16 67 137
16 68 230
16 69 0
16 70 18
16 71 101
16 72 161
16 73 185
16 74 239
16 75 83
16 76 208
16 77 47
16 78 218
16 79 211
16 80 64
17 18 77
17 19 207
17 20 166
17 21 56
17 22 39
17 23 213
17 24 212
17 25 31
17 26 26
17 27 208
17 28 112
17 29 76
17 30 105
17 31 152
17 32 215
17 33 20
17 34 131
17 35 234
17 36 174
17 37 81
17 38 147
17 39 196
17 40 234
17 41 0
17 42 197
17 43 59
17 44 145
17 45 220
17 46 183
17 47 179
17 48 90
17 49 41
17 50 186
17 51 161
17 52 152
17 53 193
17 54 188
17 55 81
17 56 91
17 57 135
17 58 2
17 59 55
17 60 95
17 61 155
17 62 115
17 63 211
17 64 130
17 65 97
17 66 79
17 67 54
17 68 134
17 69 73
17 70 90
17 71 13
17 72 191
17 73 43
17 74 195
17 75 0
17 76 12
17 77 118
17 78 68
17 79 237
17 80 9
18 19 17
18 20 178
18 21 29
18 22 82
18 23 232
18 24 143
18 25 118
18 26 196
18 27 150
18 28 144
18 29 37
18 30 54
18 31 174
18 32 93
18 33 168
18 34 200
18 35 214
18 36 87
18 37 77
18 38 149
18 39 161
18 40 203
18 41 93
18 42 24
18 43 54
18 44 49
18 45 41
18 46 94
18 47 16
18 48 91
18 49 28
18 50 224
18 51 73
18 52 210
18 53 5
18 54 133
18 55 182
18 56 152
18 57 137
18 58 169
18 59 125
18 60 89
18 61 84
18 62 216
18 63 152
18 64 231
18 65 7
18 66 150
18 67 49
18 68 221
18 69 57
18 70 80
18 71 81
18 72 133
18 73 34
18 74 190
18 75 53
18 76 105
18 77 22
18 78 220
18 79 119
18 80 206
19 20 43
19 21 39
19 22 126
19 23 206
19 24 187
19 25 22
19 26 150
19 27 62
19 28 239
19 29 115
19 30 39
19 31 124
19 32 225
19 33 225
19 34 39
19 35 230
19 36 197
19 37 157
19 38 74
19 39 149
19 40 180
19 41 120
19 42 160
19 43 131
19 44 189
19 45 58
19 46 188
19 47 98
19 48 208
19 49 3
19 50 130
19 51 110
19 52 54
19 53 204
19 54 7
19 55 106
19 56 46
19 57 101
19 58 201
19 59 114
19 60 138
19 61 68
19 62 94
19 63 65
19 64 75
19 65 148
19 66 60
19 67 163
19 68 176
19 69 77
19 70 10
19 71 204
19 72 94
19 73 124
19 74 107
19 75 219
19 76 119
19 77 178
19 78 219
19 79 128
19 80 51
20 21 15
20 22 0
20 23 93
20 24 210
20 25 85
20 26 237
20 27 108
20 28 131
20 29 193
20 30 90
20 31 93
20 32 100
20 33 13
20 34 71
20 35 114
20 36 13
20 37 131
20 38 230
20 39 117
20 40 75
20 41 118
20 42 145
20 43 7
20 44 140
20 45 218
20 46 63
20 47 107
20 48 42
20 49 15
20 50 98
20 51 36
20 52 17
20 53 220
20 54 62
20 55 205
20 56 150
20 57 138
20 58 126
20 59 118
20 60 176
20 61 25
20 62 107
20 63 116
20 64 37
20 65 0
20 66 180
20 67 181
20 68 104
20 69 163
20 70 198
20 71 6
20 72 99
20 73 153
20 74 30
20 75 167
20 76 169
20 77 229
20 78 95
20 79 53
20 80 178
21 22 214
21 23 184
21 24 137
21 25 81
21 26 39
21 27 8
21 28 86
21 29 73
21 30 116
21 31 204
21 32 202
21 33 98
21 34 24
21 35 133
21 36 161
21 37 29
21 38 63
21 39 30
21 40 61
21 41 37
21 42 134
21 43 97
21 44 168
21 45 112
21 46 218
21 47 50
21 48 172
21 49 35
21 50 229
21 51 185
21 52 88
21 53 67
21 54 203
21 55 56
21 56 96
21 57 128
21 58 4
21 59 84
21 60 223
21 61 151
21 62 176
21 63 213
21 64 150
21 65 197
21 66 159
21 67 52
21 68 226
21 69 101
21 70 66
21 71 127
21 72 51
21 73 64
21 74 107
21 75 57
21 76 137
21 77 218
21 78 223
21 79 88
21 80 10
22 23 178
22 24 96
22 25 116
22 26 123
22 27 68
22 28 62
22 29 76
22 30 204
22 31 187
22 32 114
22 33 55
22 34 211
22 35 56
22 36 119
22 37 159
22 38 88
22 39 119
22 40 4
22 41 90
22 42 107
22 43 190
22 44 107
22 45 186
22 46 9
22 47 94
22 48 111
22 49 115
22 50 221
22 51 29
22 52 111
22 53 102
22 54 36
22 55 200
22 56 47
22 57 120
22 58 149
22 59 208
22 60 79
22 61 67
22 62 29
22 63 219
22 64 86
22 65 150
22 66 12
22 67 12
22 68 222
22 69 150
22 70 120
22 71 187
22 72 231
22 73 178
22 74 110
22 75 1
22 76 190
22 77 9
22 78 210
22 79 17
22 80 230
23 24 134
23 25 210
23 26 107
23 27 123
23 28 196
23 29 4
23 30 96
23 31 177
23 32 45
23 33 196
23 34 86
23 35 52
23 36 20
23 37 200
23 38 163
23 39 167
23 40 168
23 41 172
23 42 71
23 43 49
23 44 59
23 45 154
23 46 84
23 47 86
23 48 149
23 49 200
23 50 197
23 51 159
23 52 64
23 53 184
23 54 142
23 55 57
23 56 8
23 57 127
23 58 66
23 59 77
23 60 128
23 61 16
23 62 197
23 63 64
23 64 98
23 65 165
23 66 132
23 67 230
23 68 201
23 69 121
23 70 41
23 71 56
23 72 143
23 73 186
23 74 186
23 75 70
23 76 161
23 77 98
23 78 204
23 79 228
23 80 125
24 25 206
24 26 227
24 27 133
24 28 115
24 29 162
24 30 14
24 31 102
24 32 76
24 33 152
24 34 145
24 35 113
24 36 196
24 37 146
24 38 88
24 39 143
24 40 16
24 41 144
24 42 9
24 43 103
24 44 195
24 45 187
24 46 145
24 47 44
24 48 14
24 49 169
24 50 175
24 51 67
24 52 23
24 53 45
24 54 187
24 55 115
24 56 221
24 57 128
24 58 44
