100 4950
1 2 176
1 3 74
1 4 16
1 5 230
1 6 244
1 7 153
1 8 236
1 9 244
1 10 126
1 11 229
1 12 74
1 13 258
1 14 160
1 15 149
1 16 139
1 17 75
1 18 1
1 19 146
1 20 280
1 21 11
1 22 296
1 23 22
1 24 290
1 25 180
1 26 120
1 27 179
1 28 213
1 29 24
1 30 255
1 31 113
1 32 123
1 33 262
1 34 255
1 35 243
1 36 166
1 37 138
1 38 280
1 39 278
1 40 190
1 41 222
1 42 147
1 43 261
1 44 256
1 45 85
1 46 217
1 47 173
1 48 297
1 49 244
1 50 130
1 51 81
1 52 156
1 53 141
1 54 25
1 55 144
1 56 26
1 57 59
1 58 239
1 59 164
1 60 278
1 61 195
1 62 57
1 63 50
1 64 291
1 65 276
1 66 164
1 67 190
1 68 260
1 69 91
1 70 189
1 71 3
1 72 281
1 73 16
1 74 285
1 75 137
1 76 178
1 77 250
1 78 280
1 79 202
1 80 56
1 81 104
1 82 47
1 83 204
1 84 111
1 85 48
1 86 132
1 87 88
1 88 253
1 89 77
1 90 232
1 91 283
1 92 31
1 93 1
1 94 176
1 95 208
1 96 103
1 97 14
1 98 247
1 99 89
1 100 230
2 3 122
2 4 94
2 5 49
2 6 8
2 7 102
2 8 21
2 9 258
2 10 186
2 11 293
2 12 262
2 13 104
2 14 173
2 15 174
2 16 182
2 17 251
2 18 209
2 19 211
2 20 59
2 21 96
2 22 146
2 23 115
2 24 282
2 25 19
2 26 145
2 27 188
2 28 171
2 29 72
2 30 190
2 31 272
2 32 96
2 33 117
2 34 228
2 35 15
2 36 288
2 37 141
2 38 143
2 39 206
2 40 123
2 41 20
2 42 175
2 43 175
2 44 203
2 45 225
2 46 184
2 47 201
2 48 184
2 49 6
2 50 216
2 51 22
2 52 248
2 53 38
2 54 123
2 55 88
2 56 64
2 57 24
2 58 295
2 59 181
2 60 28
2 61 212
2 62 213
2 63 123
2 64 60
2 65 86
2 66 138
2 67 4
2 68 40
2 69 64
2 70 116
2 71 95
2 72 87
2 73 103
2 74 128
2 75 45
2 76 143
2 77 220
2 78 138
2 79 130
2 80 36
2 81 17
2 82 95
2 83 86
2 84 129
2 85 5
2 86 270
2 87 146
2 88 42
2 89 282
2 90 63
2 91 26
2 92 25
2 93 55
2 94 257
2 95 64
2 96 31
2 97 194
2 98 38
2 99 185
2 100 84
3 4 245
3 5 299
3 6 32
3 7 172
3 8 166
3 9 23
3 10 166
3 11 288
3 12 41
3 13 70
3 14 14
3 15 148
3 16 56
3 17 36
3 18 284
3 19 23
3 20 117
3 21 266
3 22 153
3 23 231
3 24 80
3 25 199
3 26 83
3 27 218
3 28 62
3 29 55
3 30 158
3 31 43
3 32 253
3 33 225
3 34 9
3 35 259
3 36 290
3 37 48
3 38 181
3 39 163
3 40 60
3 41 57
3 42 46
3 43 148
3 44 86
3 45 207
3 46 205
3 47 124
3 48 254
3 49 126
3 50 109
3 51 279
3 52 43
3 53 54
3 54 50
3 55 245
3 56 221
3 57 175
3 58 117
3 59 82
3 60 42
3 61 143
3 62 19
3 63 36
3 64 41
3 65 266
3 66 267
3 67 297
3 68 174
3 69 14
3 70 23
3 71 122
3 72 224
3 73 230
3 74 202
3 75 89
3 76 166
3 77 100
3 78 88
3 79 141
3 80 211
3 81 75
3 82 36
3 83 25
3 84 22
3 85 154
3 86 211
3 87 131
3 88 74
3 89 109
3 90 17
3 91 53
3 92 169
3 93 6
3 94 92
3 95 32
3 96 175
3 97 243
3 98 293
3 99 180
3 100 145
4 5 152
4 6 54
4 7 121
4 8 120
4 9 110
4 10 194
4 11 269
4 12 61
4 13 11
4 14 13
4 15 255
4 16 79
4 17 266
4 18 72
4 19 73
4 20 182
4 21 274
4 22 72
4 23 270
4 24 66
4 25 236
4 26 146
4 27 73
4 28 284
4 29 174
4 30 90
4 31 197
4 32 78
4 33 167
4 34 84
4 35 191
4 36 148
4 37 261
4 38 132
4 39 1
4 40 177
4 41 271
4 42 268
4 43 86
4 44 280
4 45 122
4 46 19
4 47 16
4 48 166
4 49 190
4 50 201
4 51 223
4 52 248
4 53 258
4 54 171
4 55 24
4 56 134
4 57 116
4 58 190
4 59 15
4 60 183
4 61 243
4 62 41
4 63 96
4 64 35
4 65 223
4 66 277
4 67 155
4 68 160
4 69 247
4 70 165
4 71 236
4 72 119
4 73 151
4 74 207
4 75 238
4 76 34
4 77 20
4 78 103
4 79 267
4 80 162
4 81 24
4 82 187
4 83 27
4 84 113
4 85 223
4 86 12
4 87 100
4 88 170
4 89 180
4 90 244
4 91 146
4 92 290
4 93 125
4 94 50
4 95 234
4 96 182
4 97 201
4 98 188
4 99 164
4 100 118
