30 435
1 2 9
1 3 15
1 4 64
1 5 28
1 6 89
1 7 29
1 8 8
1 9 73
1 10 0
1 11 40
1 12 36
1 13 16
1 14 11
1 15 54
1 16 88
1 17 62
1 18 33
1 19 72
1 20 78
1 21 49
1 22 51
1 23 54
1 24 77
1 25 69
1 26 13
1 27 25
1 28 13
1 29 86
1 30 30
2 3 30
2 4 89
2 5 12
2 6 65
2 7 31
2 8 57
2 9 36
2 10 27
2 11 18
2 12 77
2 13 22
2 14 23
2 15 11
2 16 28
2 17 74
2 18 88
2 19 9
2 20 15
2 21 18
2 22 80
2 23 71
2 24 88
2 25 11
2 26 17
2 27 46
2 28 7
2 29 75
2 30 28
3 4 33
3 5 84
3 6 88
3 7 44
3 8 5
3 9 4
3 10 71
3 11 88
3 12 88
3 13 50
3 14 54
3 15 34
3 16 15
3 17 77
3 18 88
3 19 15
3 20 6
3 21 85
3 22 22
3 23 11
3 24 12
3 25 62
3 26 57
3 27 79
3 28 42
3 29 57
3 30 50
4 5 45
4 6 40
4 7 89
4 8 73
4 9 37
4 10 0
4 11 18
4 12 23
4 13 3
4 14 29
4 15 16
4 16 84
4 17 82
4 18 14
4 19 51
4 20 79
4 21 17
4 22 50
4 23 53
4 24 25
4 25 48
4 26 17
4 27 32
4 28 81
4 29 80
4 30 41
5 6 12
5 7 30
5 8 81
5 9 17
5 10 16
5 11 0
5 12 31
5 13 73
5 14 64
5 15 38
5 16 22
5 17 66
5 18 67
5 19 62
5 20 27
5 21 82
5 22 62
5 23 77
5 24 48
5 25 75
5 26 86
5 27 37
5 28 11
5 29 21
5 30 33
6 7 43
6 8 88
6 9 73
6 10 40
6 11 43
6 12 71
6 13 8
6 14 85
6 15 72
6 16 28
6 17 30
6 18 89
6 19 25
6 20 78
6 21 81
6 22 85
6 23 62
6 24 13
6 25 41
6 26 33
6 27 4
6 28 87
6 29 28
6 30 39
7 8 9
7 9 7
7 10 22
7 11 32
7 12 3
7 13 9
7 14 52
7 15 76
7 16 68
7 17 30
7 18 70
7 19 74
7 20 30
7 21 9
7 22 2
7 23 65
7 24 13
7 25 75
7 26 52
7 27 5
7 28 84
7 29 48
7 30 62
8 9 42
8 10 34
8 11 40
8 12 46
8 13 32
8 14 86
8 15 58
8 16 69
8 17 45
8 18 18
8 19 50
8 20 44
8 21 1
8 22 63
8 23 77
8 24 18
8 25 27
8 26 83
8 27 37
8 28 71
8 29 88
8 30 15
9 10 55
9 11 6
9 12 44
9 13 9
9 14 50
9 15 0
9 16 44
9 17 68
9 18 14
9 19 4
9 20 6
9 21 42
9 22 73
9 23 44
9 24 38
9 25 20
9 26 9
9 27 40
9 28 16
9 29 75
9 30 39
10 11 58
10 12 81
10 13 39
10 14 49
10 15 11
10 16 78
10 17 79
10 18 21
10 19 69
10 20 48
10 21 60
10 22 58
10 23 13
10 24 3
10 25 31
10 26 76
10 27 87
10 28 17
10 29 29
10 30 69
11 12 50
11 13 51
11 14 20
11 15 5
11 16 70
11 17 61
11 18 16
11 19 74
11 20 4
11 21 22
11 22 19
11 23 85
11 24 73
11 25 35
11 26 35
11 27 11
11 28 41
11 29 54
11 30 82
12 13 19
12 14 41
12 15 81
12 16 61
12 17 10
12 18 36
12 19 0
12 20 30
12 21 62
12 22 85
12 23 32
12 24 81
12 25 13
12 26 67
12 27 31
12 28 32
12 29 38
12 30 37
13 14 79
13 15 59
13 16 20
13 17 31
13 18 89
13 19 0
13 20 25
13 21 63
13 22 59
13 23 2
13 24 30
13 25 17
13 26 59
13 27 70
13 28 63
13 29 86
13 30 29
14 15 71
14 16 19
14 17 0
14 18 7
14 19 42
14 20 87
14 21 57
14 22 80
14 23 2
14 24 34
14 25 58
14 26 76
14 27 10
14 28 79
14 29 32
14 30 69
15 16 16
15 17 5
15 18 63
15 19 83
15 20 75
15 21 42
15 22 38
15 23 57
15 24 7
15 25 88
15 26 38
15 27 48
15 28 27
15 29 64
15 30 49
16 17 9
16 18 27
16 19 52
16 20 57
16 21 48
16 22 23
16 23 25
16 24 19
16 25 48
16 26 76
16 27 75
16 28 30
16 29 31
16 30 28
17 18 79
17 19 84
17 20 21
17 21 84
17 22 46
17 23 46
17 24 45
17 25 84
17 26 20
17 27 49
17 28 33
17 29 2
17 30 12
18 19 82
18 20 77
18 21 66
18 22 37
18 23 31
18 24 56
18 25 81
18 26 87
18 27 81
18 28 55
18 29 74
18 30 15
19 20 79
19 21 80
19 22 38
19 23 55
19 24 49
19 25 2
19 26 70
19 27 5
19 28 72
19 29 29
19 30 19
20 21 25
20 22 15
20 23 54
20 24 82
20 25 56
20 26 41
20 27 26
20 28 74
20 29 8
20 30 32
21 22 71
21 23 87
21 24 68
21 25 86
21 26 14
21 27 35
21 28 84
21 29 37
21 30 62
22 23 67
22 24 14
22 25 37
22 26 57
22 27 78
22 28 34
22 29 51
22 30 50
23 24 50
23 25 85
23 26 14
23 27 52
23 28 30
23 29 81
23 30 10
24 25 61
24 26 23
24 27 1
24 28 28
24 29 58
24 30 10
25 26 11
25 27 1
25 28 82
25 29 34
25 30 11
26 27 46
26 28 74
26 29 36
26 30 6
27 28 63
27 29 60
27 30 3
28 29 50
28 30 59
29 30 34
