70 2415
1 2 122
1 3 174
1 4 183
1 5 197
1 6 129
1 7 104
1 8 87
1 9 200
1 10 50
1 11 137
1 12 58
1 13 103
1 14 109
1 15 94
1 16 55
1 17 183
1 18 57
1 19 104
1 20 164
1 21 178
1 22 44
1 23 38
1 24 126
1 25 52
1 26 131
1 27 0
1 28 183
1 29 21
1 30 149
1 31 201
1 32 166
1 33 56
1 34 194
1 35 174
1 36 117
1 37 30
1 38 136
1 39 49
1 40 66
1 41 186
1 42 87
1 43 160
1 44 168
1 45 170
1 46 173
1 47 161
1 48 32
1 49 126
1 50 156
1 51 3
1 52 114
1 53 115
1 54 207
1 55 98
1 56 95
1 57 185
1 58 50
1 59 145
1 60 209
1 61 73
1 62 187
1 63 176
1 64 204
1 65 151
1 66 114
1 67 22
1 68 195
1 69 190
1 70 190
2 3 75
2 4 23
2 5 56
2 6 114
2 7 198
2 8 199
2 9 201
2 10 183
2 11 181
2 12 85
2 13 79
2 14 36
2 15 59
2 16 107
2 17 51
2 18 8
2 19 165
2 20 72
2 21 187
2 22 125
2 23 54
2 24 96
2 25 158
2 26 132
2 27 54
2 28 75
2 29 8
2 30 31
2 31 40
2 32 145
2 33 78
2 34 9
2 35 125
2 36 53
2 37 196
2 38 190
2 39 114
2 40 187
2 41 131
2 42 4
2 43 167
2 44 54
2 45 198
2 46 40
2 47 67
2 48 181
2 49 150
2 50 17
2 51 27
2 52 97
2 53 60
2 54 171
2 55 86
2 56 127
2 57 15
2 58 141
2 59 0
2 60 138
2 61 104
2 62 119
2 63 126
2 64 135
2 65 191
2 66 79
2 67 59
2 68 52
2 69 52
2 70 192
3 4 97
3 5 174
3 6 170
3 7 120
3 8 49
3 9 159
3 10 35
3 11 158
3 12 65
3 13 131
3 14 86
3 15 119
3 16 74
3 17 148
3 18 208
3 19 7
3 20 179
3 21 10
3 22 41
3 23 143
3 24 41
3 25 3
3 26 74
3 27 98
3 28 151
3 29 102
3 30 7
3 31 105
3 32 52
3 33 156
3 34 203
3 35 115
3 36 192
3 37 165
3 38 32
3 39 25
3 40 37
3 41 5
3 42 201
3 43 74
3 44 152
3 45 29
3 46 36
3 47 189
3 48 2
3 49 147
3 50 208
3 51 22
3 52 28
3 53 204
3 54 144
3 55 179
3 56 204
3 57 204
3 58 155
3 59 40
3 60 38
3 61 127
3 62 79
3 63 179
3 64 62
3 65 135
3 66 27
3 67 77
3 68 49
3 69 4
3 70 104
4 5 3
4 6 140
4 7 26
4 8 198
4 9 209
4 10 121
4 11 57
4 12 163
4 13 81
4 14 178
4 15 143
4 16 207
4 17 35
4 18 162
4 19 121
4 20 28
4 21 108
4 22 76
4 23 90
4 24 53
4 25 2
4 26 23
4 27 79
4 28 21
4 29 118
4 30 110
4 31 37
4 32 201
4 33 111
4 34 8
4 35 190
4 36 44
4 37 29
4 38 53
4 39 148
4 40 116
4 41 54
4 42 194
4 43 65
4 44 147
4 45 183
4 46 95
4 47 148
4 48 48
4 49 117
4 50 151
4 51 19
4 52 40
4 53 78
4 54 77
4 55 177
4 56 37
4 57 132
4 58 19
4 59 185
4 60 143
4 61 126
4 62 165
4 63 30
4 64 182
4 65 182
4 66 113
4 67 127
4 68 29
4 69 208
4 70 37
5 6 29
5 7 2
5 8 28
5 9 69
5 10 5
5 11 199
5 12 136
5 13 126
5 14 170
5 15 95
5 16 41
5 17 57
5 18 144
5 19 147
5 20 7
5 21 111
5 22 48
5 23 20
5 24 167
5 25 71
5 26 75
5 27 17
5 28 67
5 29 176
5 30 39
5 31 204
5 32 119
5 33 59
5 34 101
5 35 158
5 36 65
5 37 159
5 38 197
5 39 115
5 40 156
5 41 91
5 42 67
5 43 207
5 44 28
5 45 16
5 46 137
5 47 110
5 48 86
5 49 113
5 50 167
5 51 79
5 52 27
5 53 185
5 54 182
5 55 110
5 56 99
5 57 186
5 58 90
5 59 71
5 60 130
5 61 135
5 62 104
5 63 75
5 64 41
5 65 46
