50 1225
1 2 114
1 3 140
1 4 133
1 5 126
1 6 124
1 7 146
1 8 36
1 9 140
1 10 82
1 11 134
1 12 59
1 13 100
1 14 143
1 15 92
1 16 79
1 17 72
1 18 40
1 19 61
1 20 4
1 21 60
1 22 58
1 23 31
1 24 120
1 25 77
1 26 77
1 27 134
1 28 20
1 29 63
1 30 94
1 31 138
1 32 99
1 33 137
1 34 16
1 35 66
1 36 124
1 37 91
1 38 72
1 39 37
1 40 5
1 41 3
1 42 135
1 43 50
1 44 58
1 45 5
1 46 39
1 47 49
1 48 14
1 49 133
1 50 98
2 3 106
2 4 54
2 5 12
2 6 143
2 7 143
2 8 113
2 9 99
2 10 56
2 11 5
2 12 141
2 13 54
2 14 40
2 15 136
2 16 139
2 17 47
2 18 25
2 19 43
2 20 71
2 21 112
2 22 121
2 23 41
2 24 119
2 25 125
2 26 34
2 27 50
2 28 57
2 29 64
2 30 131
2 31 98
2 32 91
2 33 111
2 34 80
2 35 95
2 36 92
2 37 62
2 38 77
2 39 61
2 40 28
2 41 10
2 42 86
2 43 85
2 44 88
2 45 112
2 46 127
2 47 35
2 48 131
2 49 92
2 50 101
3 4 33
3 5 22
3 6 10
3 7 30
3 8 82
3 9 16
3 10 137
3 11 99
3 12 129
3 13 90
3 14 140
3 15 51
3 16 49
3 17 81
3 18 94
3 19 64
3 20 108
3 21 123
3 22 128
3 23 0
3 24 44
3 25 103
3 26 88
3 27 83
3 28 147
3 29 0
3 30 64
3 31 33
3 32 72
3 33 120
3 34 72
3 35 30
3 36 50
3 37 28
3 38 11
3 39 0
3 40 82
3 41 115
3 42 12
3 43 15
3 44 30
3 45 146
3 46 68
3 47 6
3 48 32
3 49 132
3 50 107
4 5 113
4 6 139
4 7 20
4 8 144
4 9 29
4 10 96
4 11 74
4 12 2
4 13 56
4 14 74
4 15 2
4 16 76
4 17 42
4 18 48
4 19 45
4 20 59
4 21 106
4 22 135
4 23 59
4 24 129
4 25 0
4 26 29
4 27 92
4 28 138
4 29 13
4 30 0
4 31 54
4 32 115
4 33 9
4 34 31
4 35 102
4 36 111
4 37 142
4 38 94
4 39 90
4 40 139
4 41 45
4 42 13
4 43 82
4 44 30
4 45 147
4 46 5
4 47 10
4 48 6
4 49 69
4 50 118
5 6 135
5 7 36
5 8 135
5 9 14
5 10 139
5 11 81
5 12 48
5 13 92
5 14 56
5 15 60
5 16 83
5 17 35
5 18 56
5 19 148
5 20 141
5 21 79
5 22 112
5 23 125
5 24 131
5 25 4
5 26 27
5 27 52
5 28 133
5 29 131
5 30 148
5 31 63
5 32 115
5 33 25
5 34 68
5 35 43
5 36 135
5 37 6
5 38 49
5 39 86
5 40 147
5 41 97
5 42 92
5 43 98
5 44 2
5 45 95
5 46 50
5 47 44
5 48 99
5 49 27
5 50 33
6 7 96
6 8 119
6 9 51
6 10 38
6 11 6
6 12 87
6 13 2
6 14 108
6 15 144
6 16 70
6 17 42
6 18 134
6 19 43
6 20 103
6 21 116
6 22 45
6 23 47
6 24 1
6 25 49
6 26 116
6 27 20
6 28 90
6 29 146
6 30 4
6 31 135
6 32 142
6 33 3
6 34 36
6 35 121
6 36 66
6 37 109
6 38 30
6 39 51
6 40 97
6 41 21
6 42 115
6 43 2
6 44 23
6 45 9
6 46 12
6 47 71
6 48 147
6 49 77
6 50 128
7 8 108
7 9 148
7 10 54
7 11 5
7 12 55
7 13 92
7 14 102
7 15 60
7 16 28
7 17 100
7 18 33
7 19 74
7 20 10
7 21 16
7 22 12
7 23 99
7 24 76
7 25 137
7 26 40
7 27 16
7 28 138
7 29 69
7 30 126
7 31 25
7 32 69
7 33 8
7 34 116
7 35 129
7 36 126
7 37 31
7 38 89
7 39 101
7 40 29
7 41 130
7 42 126
7 43 10
7 44 72
7 45 75
7 46 109
7 47 38
7 48 32
7 49 139
7 50 39
8 9 51
8 10 111
8 11 38
8 12 44
8 13 83
8 14 127
8 15 131
8 16 96
8 17 75
8 18 49
8 19 39
8 20 86
8 21 47
8 22 29
8 23 128
8 24 102
8 25 15
8 26 106
8 27 112
8 28 17
8 29 91
8 30 42
8 31 119
8 32 49
8 33 2
8 34 81
8 35 68
8 36 89
8 37 21
8 38 146
8 39 116
8 40 98
8 41 7
8 42 29
8 43 127
8 44 48
8 45 65
8 46 44
8 47 110
8 48 107
8 49 39
8 50 22
9 10 39
9 11 55
9 12 32
9 13 47
9 14 109
9 15 81
9 16 137
9 17 140
9 18 4
9 19 106
9 20 6
9 21 129
9 22 46
9 23 41
9 24 16
9 25 88
9 26 101
9 27 47
9 28 15
9 29 35
9 30 145
9 31 101
9 32 25
9 33 101
9 34 20
9 35 42
9 36 142
9 37 119
9 38 137
9 39 144
9 40 144
9 41 8
9 42 74
9 43 141
9 44 101
9 45 142
9 46 12
9 47 87
9 48 45
9 49 54
9 50 79
10 11 126
10 12 97
10 13 58
10 14 149
10 15 95
10 16 32
10 17 136
10 18 49
10 19 69
10 20 101
10 21 16
10 22 75
10 23 34
10 24 82
10 25 33
10 26 92
10 27 139
10 28 47
10 29 111
10 30 66
10 31 122
10 32 88
10 33 134
10 34 105
10 35 80
10 36 130
10 37 74
10 38 46
10 39 111
10 40 10
10 41 10
10 42 143
10 43 47
10 44 108
10 45 3
10 46 100
10 47 57
10 48 101
10 49 118
10 50 48
11 12 107
11 13 51
11 14 149
11 15 58
11 16 81
11 17 114
11 18 68
11 19 51
11 20 111
11 21 146
11 22 87
11 23 77
11 24 10
11 25 27
11 26 67
11 27 99
11 28 26
11 29 42
11 30 65
11 31 27
11 32 10
11 33 147
11 34 123
11 35 90
11 36 129
11 37 49
11 38 113
11 39 74
11 40 139
11 41 19
11 42 34
11 43 34
11 44 62
11 45 111
11 46 3
11 47 85
11 48 34
11 49 75
11 50 28
12 13 64
12 14 145
12 15 51
12 16 42
12 17 64
12 18 44
12 19 142
12 20 83
12 21 92
12 22 146
12 23 131
12 24 53
12 25 26
12 26 131
12 27 65
12 28 135
12 29 148
12 30 135
12 31 143
12 32 26
12 33 131
12 34 44
12 35 113
12 36 53
12 37 83
12 38 63
12 39 81
12 40 128
12 41 61
12 42 21
12 43 133
12 44 38
12 45 57
12 46 148
12 47 109
12 48 89
12 49 41
12 50 148
13 14 80
13 15 52
13 16 21
13 17 49
13 18 50
13 19 54
13 20 133
13 21 42
13 22 116
13 23 75
13 24 82
13 25 103
13 26 78
13 27 95
13 28 30
13 29 27
13 30 48
13 31 107
13 32 7
13 33 7
13 34 22
13 35 110
13 36 65
13 37 57
13 38 109
13 39 55
13 40 4
13 41 64
13 42 83
13 43 128
13 44 77
13 45 15
13 46 0
13 47 13
13 48 116
13 49 56
13 50 15
14 15 14
14 16 21
14 17 96
14 18 42
14 19 18
14 20 9
14 21 93
14 22 110
14 23 82
14 24 74
14 25 1
14 26 0
14 27 4
14 28 134
14 29 63
14 30 72
14 31 74
14 32 18
14 33 32
14 34 29
14 35 143
14 36 109
14 37 41
14 38 55
14 39 20
14 40 60
14 41 128
14 42 11
14 43 6
14 44 52
14 45 100
14 46 8
14 47 72
14 48 131
14 49 2
14 50 59
15 16 133
15 17 59
15 18 129
15 19 15
15 20 3
15 21 83
15 22 67
15 23 67
15 24 51
15 25 75
15 26 109
15 27 72
15 28 130
15 29 121
15 30 65
15 31 109
15 32 60
15 33 130
15 34 23
15 35 11
15 36 113
15 37 102
15 38 81
15 39 1
15 40 68
15 41 6
15 42 124
15 43 76
15 44 66
15 45 11
15 46 22
15 47 94
15 48 32
15 49 92
15 50 17
16 17 64
16 18 78
16 19 143
16 20 105
16 21 75
16 22 130
16 23 41
16 24 16
16 25 74
16 26 84
16 27 31
16 28 57
16 29 124
16 30 142
16 31 90
16 32 111
16 33 63
16 34 108
16 35 49
16 36 115
16 37 86
16 38 54
16 39 49
16 40 14
16 41 78
16 42 65
16 43 83
16 44 131
16 45 40
16 46 84
16 47 53
16 48 135
16 49 134
16 50 130
17 18 138
17 19 94
17 20 23
17 21 65
17 22 80
17 23 28
17 24 49
17 25 75
17 26 11
17 27 70
17 28 48
17 29 43
17 30 49
17 31 119
17 32 142
17 33 17
17 34 40
17 35 33
17 36 45
17 37 92
17 38 61
17 39 8
17 40 52
17 41 51
17 42 147
17 43 141
17 44 75
17 45 91
17 46 93
17 47 7
17 48 52
17 49 126
17 50 114
18 19 47
