20 190
1 2 47
1 3 4
1 4 25
1 5 54
1 6 3
1 7 19
1 8 23
1 9 39
1 10 28
1 11 57
1 12 14
1 13 23
1 14 8
1 15 25
1 16 46
1 17 42
1 18 26
1 19 8
1 20 39
2 3 38
2 4 4
2 5 48
2 6 7
2 7 44
2 8 0
2 9 11
2 10 55
2 11 58
2 12 6
2 13 19
2 14 44
2 15 5
2 16 56
2 17 24
2 18 55
2 19 53
2 20 48
3 4 59
3 5 0
3 6 34
3 7 56
3 8 9
3 9 14
3 10 38
3 11 4
3 12 46
3 13 9
3 14 23
3 15 35
3 16 3
3 17 8
3 18 19
3 19 48
3 20 1
4 5 0
4 6 16
4 7 54
4 8 31
4 9 29
4 10 44
4 11 28
4 12 7
4 13 23
4 14 10
4 15 41
4 16 35
4 17 0
4 18 7
4 19 23
4 20 28
5 6 55
5 7 32
5 8 21
5 9 36
5 10 35
5 11 33
5 12 3
5 13 59
5 14 27
5 15 33
5 16 19
5 17 27
5 18 4
5 19 19
5 20 33
6 7 59
6 8 30
6 9 57
6 10 37
6 11 9
6 12 29
6 13 17
6 14 31
6 15 2
6 16 19
6 17 50
6 18 18
6 19 21
6 20 55
7 8 3
7 9 11
7 10 58
7 11 47
7 12 16
7 13 12
7 14 29
7 15 43
7 16 41
7 17 9
7 18 12
7 19 3
7 20 46
8 9 14
8 10 20
8 11 53
8 12 15
8 13 59
8 14 35
8 15 48
8 16 4
8 17 43
8 18 8
8 19 26
8 20 58
9 10 54
9 11 43
9 12 47
9 13 23
9 14 13
9 15 50
9 16 39
9 17 3
9 18 29
9 19 12
9 20 12
10 11 15
10 12 29
10 13 8
10 14 54
10 15 38
10 16 53
10 17 6
10 18 21
10 19 44
10 20 27
11 12 7
11 13 17
11 14 42
11 15 47
11 16 5
11 17 36
11 18 52
11 19 41
11 20 41
12 13 29
12 14 26
12 15 0
12 16 22
12 17 34
12 18 12
12 19 6
12 20 40
13 14 34
13 15 59
13 16 42
13 17 46
13 18 52
13 19 49
13 20 29
14 15 38
14 16 42
14 17 17
14 18 5
14 19 15
14 20 49
15 16 54
15 17 12
15 18 41
15 19 40
15 20 28
16 17 54
16 18 47
16 19 37
16 20 9
17 18 23
17 19 21
17 20 4
18 19 27
18 20 12
19 20 41
