60 1770
1 2 99
1 3 118
1 4 144
1 5 73
1 6 8
1 7 155
1 8 112
1 9 158
1 10 7
1 11 143
1 12 113
1 13 80
1 14 27
1 15 44
1 16 65
1 17 175
1 18 30
1 19 86
1 20 125
1 21 146
1 22 121
1 23 137
1 24 106
1 25 41
1 26 129
1 27 103
1 28 144
1 29 5
1 30 58
1 31 0
1 32 132
1 33 110
1 34 164
1 35 105
1 36 179
1 37 27
1 38 31
1 39 2
1 40 68
1 41 38
1 42 105
1 43 147
1 44 18
1 45 113
1 46 135
1 47 100
1 48 108
1 49 109
1 50 158
1 51 11
1 52 67
1 53 124
1 54 131
1 55 91
1 56 78
1 57 155
1 58 157
1 59 33
1 60 85
2 3 135
2 4 16
2 5 94
2 6 14
2 7 31
2 8 9
2 9 38
2 10 47
2 11 144
2 12 133
2 13 162
2 14 173
2 15 152
2 16 141
2 17 118
2 18 31
2 19 32
2 20 76
2 21 172
2 22 133
2 23 142
2 24 175
2 25 94
2 26 82
2 27 128
2 28 135
2 29 16
2 30 64
2 31 8
2 32 44
2 33 126
2 34 165
2 35 94
2 36 133
2 37 150
2 38 69
2 39 91
2 40 29
2 41 120
2 42 70
2 43 35
2 44 111
2 45 20
2 46 177
2 47 72
2 48 160
2 49 13
2 50 146
2 51 52
2 52 81
2 53 22
2 54 58
2 55 116
2 56 92
2 57 177
2 58 4
2 59 82
2 60 36
3 4 169
3 5 20
3 6 160
3 7 10
3 8 31
3 9 15
3 10 124
3 11 22
3 12 70
3 13 137
3 14 63
3 15 94
3 16 14
3 17 122
3 18 57
3 19 147
3 20 8
3 21 136
3 22 121
3 23 12
3 24 148
3 25 59
3 26 160
3 27 143
3 28 110
3 29 35
3 30 171
3 31 100
3 32 0
3 33 130
3 34 130
3 35 173
3 36 1
3 37 151
3 38 178
3 39 86
3 40 19
3 41 54
3 42 152
3 43 77
3 44 73
3 45 129
3 46 9
3 47 64
3 48 104
3 49 151
3 50 167
3 51 121
3 52 91
3 53 36
3 54 114
3 55 97
3 56 87
3 57 69
3 58 164
3 59 146
3 60 34
4 5 30
4 6 77
4 7 97
4 8 114
4 9 35
4 10 29
4 11 1
4 12 82
4 13 20
4 14 128
4 15 113
4 16 162
4 17 179
4 18 158
4 19 40
4 20 74
4 21 79
4 22 116
4 23 147
4 24 174
4 25 154
4 26 85
4 27 57
4 28 145
4 29 94
4 30 113
4 31 156
4 32 136
4 33 125
4 34 142
4 35 31
4 36 173
4 37 133
4 38 154
4 39 169
4 40 28
4 41 35
4 42 3
4 43 23
4 44 131
4 45 95
4 46 2
4 47 54
4 48 166
4 49 146
4 50 111
4 51 163
4 52 124
4 53 119
4 54 37
4 55 1
4 56 158
4 57 91
4 58 159
4 59 93
4 60 134
5 6 7
5 7 35
5 8 78
5 9 137
5 10 7
5 11 54
5 12 159
5 13 102
5 14 14
5 15 4
5 16 106
5 17 68
5 18 96
5 19 112
5 20 124
5 21 67
5 22 17
5 23 11
5 24 158
5 25 154
5 26 136
5 27 51
5 28 61
5 29 84
5 30 74
5 31 25
5 32 137
5 33 159
5 34 39
5 35 105
5 36 59
5 37 22
5 38 80
5 39 58
5 40 172
5 41 143
5 42 15
5 43 95
5 44 77
5 45 46
5 46 19
5 47 45
5 48 92
5 49 83
5 50 179
5 51 113
5 52 16
5 53 96
5 54 154
5 55 94
5 56 158
5 57 114
5 58 78
5 59 142
5 60 8
6 7 81
6 8 168
6 9 59
6 10 58
6 11 10
6 12 6
6 13 58
6 14 119
6 15 73
6 16 93
6 17 161
6 18 24
6 19 146
6 20 20
6 21 174
6 22 124
6 23 89
6 24 133
6 25 76
6 26 173
6 27 79
6 28 152
6 29 38
6 30 12
6 31 129
6 32 5
6 33 17
6 34 11
6 35 88
6 36 120
6 37 26
6 38 115
6 39 42
6 40 57
6 41 48
6 42 8
6 43 10
6 44 39
6 45 3
6 46 172
6 47 68
6 48 94
6 49 55
6 50 159
6 51 154
6 52 96
6 53 13
6 54 83
6 55 138
6 56 161
6 57 97
6 58 108
6 59 164
6 60 60
7 8 0
7 9 72
7 10 24
7 11 154
7 12 5
7 13 157
7 14 18
7 15 55
7 16 6
7 17 173
7 18 174
7 19 58
7 20 62
7 21 130
7 22 150
7 23 125
7 24 76
7 25 166
7 26 133
7 27 177
7 28 58
7 29 109
7 30 15
7 31 48
7 32 146
7 33 59
7 34 117
7 35 95
7 36 101
7 37 110
7 38 18
7 39 36
7 40 164
7 41 67
7 42 9
7 43 122
7 44 175
7 45 128
7 46 81
7 47 64
7 48 153
7 49 164
7 50 133
7 51 141
7 52 115
7 53 105
7 54 77
7 55 161
7 56 64
7 57 131
7 58 94
7 59 173
7 60 70
8 9 127
8 10 67
8 11 115
8 12 139
8 13 65
8 14 21
8 15 136
8 16 31
8 17 47
8 18 125
8 19 82
8 20 108
8 21 98
8 22 20
8 23 59
8 24 33
8 25 96
8 26 1
8 27 78
8 28 145
8 29 154
8 30 160
8 31 159
8 32 89
8 33 49
8 34 41
8 35 76
8 36 112
8 37 38
8 38 81
8 39 166
8 40 43
8 41 109
8 42 156
8 43 127
8 44 145
8 45 16
8 46 102
8 47 117
8 48 114
8 49 54
8 50 102
8 51 173
8 52 162
8 53 90
8 54 69
8 55 70
8 56 126
8 57 119
8 58 146
8 59 29
8 60 115
9 10 33
9 11 94
9 12 157
9 13 47
9 14 149
9 15 70
9 16 16
9 17 15
9 18 83
9 19 91
9 20 70
9 21 71
9 22 41
9 23 141
9 24 61
9 25 106
9 26 0
9 27 46
9 28 110
9 29 101
9 30 65
9 31 125
9 32 80
9 33 48
9 34 3
9 35 16
9 36 139
9 37 1
9 38 97
9 39 57
9 40 137
9 41 178
9 42 16
9 43 116
9 44 65
9 45 115
9 46 30
9 47 69
9 48 174
9 49 85
9 50 10
9 51 124
9 52 170
9 53 38
9 54 34
9 55 106
9 56 18
9 57 101
9 58 43
9 59 127
9 60 56
10 11 135
10 12 47
10 13 62
10 14 93
10 15 179
10 16 24
10 17 36
10 18 124
10 19 15
10 20 49
10 21 128
10 22 111
10 23 6
10 24 26
10 25 4
10 26 81
10 27 12
10 28 113
10 29 63
10 30 103
10 31 100
10 32 98
10 33 61
10 34 75
10 35 51
10 36 2
10 37 19
10 38 135
10 39 76
10 40 128
10 41 57
10 42 107
10 43 159
10 44 115
10 45 86
10 46 74
10 47 165
10 48 64
10 49 179
10 50 140
10 51 153
10 52 167
10 53 161
10 54 126
10 55 152
10 56 127
10 57 135
10 58 68
10 59 69
10 60 20
11 12 107
11 13 1
11 14 48
11 15 55
11 16 51
11 17 111
11 18 115
11 19 39
11 20 128
11 21 158
11 22 170
11 23 4
11 24 62
11 25 153
11 26 17
11 27 50
11 28 122
11 29 17
11 30 73
11 31 1
11 32 22
11 33 161
11 34 155
11 35 116
11 36 82
11 37 29
11 38 105
11 39 130
11 40 62
11 41 127
11 42 138
11 43 90
11 44 53
11 45 54
11 46 137
11 47 75
11 48 177
11 49 16
11 50 157
11 51 111
11 52 129
11 53 77
11 54 149
11 55 25
11 56 26
11 57 142
11 58 68
11 59 127
11 60 31
12 13 144
12 14 50
12 15 70
12 16 16
12 17 67
12 18 50
12 19 76
12 20 53
12 21 61
12 22 70
12 23 49
12 24 20
12 25 6
12 26 21
12 27 166
12 28 94
12 29 141
12 30 112
12 31 92
12 32 15
12 33 111
12 34 124
12 35 113
12 36 63
12 37 101
12 38 46
12 39 147
12 40 99
12 41 146
12 42 150
12 43 174
12 44 121
12 45 105
12 46 143
12 47 161
12 48 146
12 49 140
12 50 40
12 51 62
12 52 164
12 53 7
12 54 88
12 55 58
12 56 35
12 57 10
12 58 111
12 59 158
12 60 156
13 14 107
13 15 89
13 16 170
13 17 120
13 18 170
13 19 91
13 20 45
13 21 48
13 22 163
13 23 153
13 24 20
13 25 166
13 26 107
13 27 5
13 28 64
13 29 97
13 30 137
13 31 174
13 32 143
13 33 125
13 34 16
13 35 131
13 36 149
13 37 66
13 38 92
13 39 164
13 40 124
13 41 132
13 42 33
13 43 108
13 44 155
13 45 175
13 46 8
13 47 96
13 48 26
13 49 74
13 50 16
13 51 22
13 52 67
13 53 36
13 54 16
13 55 129
13 56 91
13 57 41
13 58 95
13 59 73
13 60 159
14 15 3
14 16 104
14 17 52
14 18 119
14 19 134
14 20 29
14 21 158
14 22 118
14 23 157
14 24 123
14 25 118
14 26 42
14 27 110
14 28 179
14 29 80
14 30 109
14 31 54
14 32 135
14 33 174
14 34 6
14 35 99
14 36 73
14 37 119
14 38 40
14 39 86
14 40 7
14 41 153
14 42 164
14 43 32
14 44 172
14 45 36
14 46 45
14 47 8
14 48 108
14 49 16
14 50 139
14 51 87
14 52 107
14 53 147
14 54 172
14 55 18
14 56 178
14 57 58
14 58 163
14 59 109
14 60 127
15 16 115
15 17 142
15 18 18
15 19 15
15 20 157
15 21 94
15 22 14
15 23 122
15 24 96
15 25 155
15 26 108
15 27 141
15 28 155
15 29 36
15 30 123
15 31 134
15 32 0
15 33 155
15 34 84
15 35 67
15 36 151
15 37 145
15 38 37
15 39 128
15 40 43
15 41 56
15 42 155
15 43 153
15 44 162
15 45 71
15 46 170
15 47 135
15 48 4
15 49 102
15 50 40
15 51 165
15 52 147
15 53 169
15 54 25
15 55 146
15 56 93
15 57 19
15 58 120
15 59 127
15 60 117
16 17 119
16 18 42
16 19 29
16 20 18
16 21 100
16 22 0
16 23 40
16 24 76
16 25 25
16 26 145
16 27 31
16 28 53
16 29 163
16 30 138
16 31 135
16 32 109
16 33 80
16 34 43
16 35 123
16 36 129
16 37 84
16 38 6
16 39 16
16 40 172
16 41 39
16 42 105
16 43 67
16 44 41
16 45 47
16 46 57
16 47 36
16 48 30
16 49 93
16 50 126
16 51 78
16 52 37
16 53 104
16 54 66
16 55 48
16 56 48
16 57 69
16 58 100
16 59 5
16 60 108
17 18 151
17 19 104
17 20 48
17 21 46
17 22 179
17 23 115
17 24 24
17 25 158
