80 3160
1 2 169
1 3 238
1 4 121
1 5 69
1 6 65
1 7 123
1 8 196
1 9 125
1 10 159
1 11 4
1 12 41
1 13 224
1 14 144
1 15 158
1 16 120
1 17 58
1 18 110
1 19 146
1 20 116
1 21 160
1 22 65
1 23 31
1 24 74
1 25 162
1 26 206
1 27 93
1 28 205
1 29 128
1 30 101
1 31 28
1 32 28
1 33 114
1 34 187
1 35 236
1 36 115
1 37 8
1 38 226
1 39 165
1 40 233
1 41 228
1 42 145
1 43 40
1 44 180
1 45 127
1 46 108
1 47 14
1 48 37
1 49 223
1 50 182
1 51 187
1 52 239
1 53 231
1 54 85
1 55 15
1 56 238
1 57 110
1 58 40
1 59 172
1 60 16
1 61 182
1 62 200
1 63 21
1 64 18
1 65 148
1 66 185
1 67 44
1 68 146
1 69 193
1 70 88
1 71 107
1 72 119
1 73 41
1 74 193
1 75 46
1 76 171
1 77 6
1 78 145
1 79 12
1 80 129
2 3 195
2 4 24
2 5 62
2 6 92
2 7 23
2 8 198
2 9 193
2 10 185
2 11 116
2 12 22
2 13 62
2 14 27
2 15 80
2 16 36
2 17 211
2 18 4
2 19 130
2 20 120
2 21 41
2 22 239
2 23 236
2 24 91
2 25 147
2 26 227
2 27 106
2 28 107
2 29 150
2 30 192
2 31 27
2 32 97
2 33 38
2 34 161
2 35 124
2 36 57
2 37 229
2 38 86
2 39 143
2 40 109
2 41 226
2 42 196
2 43 131
2 44 110
2 45 226
2 46 165
2 47 145
2 48 125
2 49 226
2 50 84
2 51 158
2 52 108
2 53 219
2 54 43
2 55 138
2 56 153
2 57 190
2 58 217
2 59 100
2 60 162
2 61 143
2 62 76
2 63 37
2 64 177
2 65 197
2 66 65
2 67 122
2 68 155
2 69 226
2 70 67
2 71 185
2 72 116
2 73 171
2 74 37
2 75 49
2 76 107
2 77 220
2 78 151
2 79 50
2 80 121
3 4 227
3 5 55
3 6 80
3 7 198
3 8 75
3 9 208
3 10 133
3 11 214
3 12 63
3 13 122
3 14 141
3 15 81
3 16 192
3 17 163
3 18 63
3 19 98
3 20 50
3 21 154
3 22 239
3 23 215
3 24 46
3 25 102
3 26 23
3 27 89
3 28 80
3 29 111
3 30 82
3 31 118
3 32 66
3 33 231
3 34 107
3 35 22
3 36 121
3 37 120
3 38 94
3 39 166
3 40 146
3 41 86
3 42 177
3 43 123
3 44 165
3 45 144
3 46 60
3 47 65
3 48 42
3 49 2
3 50 53
3 51 203
3 52 74
3 53 112
3 54 31
3 55 182
3 56 13
3 57 193
3 58 169
3 59 226
3 60 148
3 61 145
3 62 227
3 63 188
3 64 187
3 65 111
3 66 186
3 67 104
3 68 152
3 69 125
3 70 155
3 71 44
3 72 55
3 73 82
3 74 225
3 75 232
3 76 6
3 77 24
3 78 60
3 79 104
3 80 107
4 5 34
4 6 201
4 7 213
4 8 219
4 9 98
4 10 166
4 11 117
4 12 231
4 13 203
4 14 85
4 15 211
4 16 111
4 17 47
4 18 233
4 19 6
4 20 16
4 21 193
4 22 177
4 23 65
4 24 182
4 25 104
4 26 5
4 27 94
4 28 182
4 29 114
4 30 139
4 31 45
4 32 220
4 33 184
4 34 218
4 35 176
4 36 209
4 37 42
4 38 196
4 39 155
4 40 13
4 41 118
4 42 100
4 43 72
4 44 161
4 45 151
4 46 205
4 47 28
4 48 99
4 49 58
4 50 183
4 51 205
4 52 68
4 53 206
4 54 95
4 55 115
4 56 9
4 57 131
4 58 73
4 59 123
4 60 19
4 61 37
4 62 60
4 63 207
4 64 144
4 65 226
4 66 36
4 67 137
4 68 39
4 69 151
4 70 17
4 71 61
4 72 100
4 73 235
4 74 40
4 75 90
4 76 31
4 77 236
4 78 232
4 79 117
4 80 153
5 6 99
5 7 34
5 8 221
5 9 13
5 10 45
5 11 155
5 12 152
5 13 161
5 14 112
5 15 120
5 16 15
5 17 91
5 18 16
5 19 159
5 20 153
5 21 49
5 22 78
5 23 172
5 24 197
5 25 127
5 26 232
5 27 67
5 28 10
5 29 77
5 30 52
5 31 139
5 32 21
5 33 109
5 34 178
5 35 68
5 36 190
5 37 141
5 38 208
5 39 120
5 40 44
5 41 155
5 42 13
5 43 193
5 44 96
5 45 181
5 46 48
5 47 4
5 48 21
5 49 93
5 50 154
5 51 111
5 52 33
5 53 178
5 54 209
5 55 219
5 56 134
5 57 16
5 58 184
5 59 58
5 60 43
5 61 167
5 62 186
5 63 56
5 64 144
5 65 63
5 66 44
5 67 178
5 68 218
5 69 231
5 70 168
5 71 194
5 72 146
5 73 65
5 74 75
5 75 237
5 76 114
5 77 49
5 78 203
5 79 101
5 80 139
6 7 182
6 8 56
6 9 182
6 10 143
6 11 33
6 12 120
6 13 178
6 14 203
6 15 163
6 16 75
6 17 144
6 18 19
6 19 125
6 20 113
6 21 2
6 22 79
6 23 115
6 24 20
6 25 45
6 26 217
6 27 99
6 28 117
6 29 5
6 30 7
6 31 174
6 32 79
6 33 169
6 34 12
6 35 218
6 36 203
6 37 188
6 38 138
6 39 215
6 40 183
6 41 92
6 42 3
6 43 121
6 44 143
6 45 21
6 46 25
6 47 183
6 48 60
6 49 184
6 50 102
6 51 122
6 52 146
6 53 194
6 54 184
6 55 32
6 56 67
6 57 99
6 58 201
6 59 40
6 60 225
6 61 85
6 62 63
6 63 52
6 64 27
6 65 148
6 66 134
6 67 191
6 68 235
6 69 29
6 70 117
6 71 115
6 72 65
6 73 95
6 74 218
6 75 59
6 76 86
6 77 212
6 78 177
6 79 166
6 80 179
7 8 80
7 9 165
7 10 67
7 11 22
7 12 59
7 13 8
7 14 117
7 15 220
7 16 85
7 17 206
7 18 10
7 19 156
7 20 125
7 21 71
7 22 78
7 23 102
7 24 204
7 25 131
7 26 22
7 27 23
7 28 207
7 29 129
7 30 199
7 31 181
7 32 90
7 33 167
7 34 161
7 35 62
7 36 31
7 37 101
