100 4950
1 2 102
1 3 270
1 4 106
1 5 71
1 6 188
1 7 20
1 8 102
1 9 121
1 10 214
1 11 87
1 12 99
1 13 151
1 14 130
1 15 149
1 16 257
1 17 293
1 18 191
1 19 276
1 20 160
1 21 21
1 22 252
1 23 235
1 24 48
1 25 58
1 26 169
1 27 187
1 28 270
1 29 189
1 30 174
1 31 50
1 32 54
1 33 243
1 34 130
1 35 134
1 36 20
1 37 166
1 38 273
1 39 88
1 40 13
1 41 241
1 42 264
1 43 52
1 44 91
1 45 263
1 46 34
1 47 205
1 48 80
1 49 49
1 50 1
1 51 53
1 52 105
1 53 259
1 54 190
1 55 217
1 56 43
1 57 161
1 58 201
1 59 269
1 60 270
1 61 214
1 62 251
1 63 189
1 64 295
1 65 212
1 66 207
1 67 236
1 68 52
1 69 279
1 70 216
1 71 251
1 72 187
1 73 40
1 74 156
1 75 14
1 76 64
1 77 8
1 78 128
1 79 135
1 80 62
1 81 138
1 82 80
1 83 162
1 84 288
1 85 260
1 86 230
1 87 40
1 88 27
1 89 134
1 90 200
1 91 267
1 92 32
1 93 47
1 94 61
1 95 215
1 96 292
1 97 98
1 98 171
1 99 213
1 100 34
2 3 226
2 4 100
2 5 130
2 6 256
2 7 4
2 8 217
2 9 254
2 10 282
2 11 206
2 12 14
2 13 41
2 14 178
2 15 62
2 16 230
2 17 240
2 18 51
2 19 95
2 20 221
2 21 230
2 22 236
2 23 142
2 24 170
2 25 28
2 26 35
2 27 12
2 28 159
2 29 186
2 30 242
2 31 85
2 32 283
2 33 65
2 34 169
2 35 44
2 36 61
2 37 133
2 38 283
2 39 27
2 40 107
2 41 43
2 42 285
2 43 127
2 44 230
2 45 189
2 46 224
2 47 282
2 48 120
2 49 115
2 50 232
2 51 258
2 52 197
2 53 136
2 54 164
2 55 224
2 56 233
2 57 171
2 58 151
2 59 159
2 60 95
2 61 232
2 62 179
2 63 112
2 64 51
2 65 267
2 66 294
2 67 112
2 68 100
2 69 112
2 70 80
2 71 186
2 72 112
2 73 1
2 74 129
2 75 219
2 76 53
2 77 223
2 78 224
2 79 125
2 80 129
2 81 52
2 82 171
2 83 217
2 84 159
2 85 197
2 86 246
2 87 202
2 88 183
2 89 122
2 90 254
2 91 293
2 92 279
2 93 97
2 94 197
2 95 239
2 96 143
2 97 96
2 98 200
2 99 123
2 100 186
3 4 258
3 5 147
3 6 251
3 7 146
3 8 147
3 9 198
3 10 127
3 11 38
3 12 128
3 13 266
3 14 150
3 15 297
3 16 98
3 17 262
3 18 251
3 19 143
3 20 111
3 21 59
3 22 1
3 23 253
3 24 139
3 25 36
3 26 159
3 27 8
3 28 232
3 29 98
3 30 146
3 31 207
3 32 130
3 33 151
3 34 53
3 35 119
3 36 160
3 37 115
3 38 74
3 39 112
3 40 103
3 41 253
3 42 226
3 43 111
3 44 98
3 45 152
3 46 193
3 47 162
3 48 207
3 49 168
3 50 160
3 51 67
3 52 288
3 53 276
3 54 134
3 55 194
3 56 127
3 57 32
3 58 175
3 59 21
3 60 237
3 61 157
3 62 37
3 63 229
3 64 50
3 65 263
3 66 282
3 67 26
3 68 225
3 69 276
3 70 285
3 71 96
3 72 283
3 73 146
3 74 3
3 75 34
3 76 191
3 77 48
3 78 16
3 79 171
3 80 219
3 81 157
3 82 45
3 83 5
3 84 98
3 85 232
3 86 36
3 87 279
3 88 180
3 89 94
3 90 98
3 91 187
3 92 115
3 93 190
3 94 252
3 95 160
3 96 255
3 97 127
3 98 17
3 99 280
3 100 222
4 5 53
4 6 57
4 7 173
4 8 279
4 9 113
4 10 287
4 11 150
4 12 126
4 13 154
4 14 272
4 15 103
4 16 298
4 17 245
4 18 175
4 19 38
4 20 169
4 21 246
4 22 25
4 23 12
4 24 35
4 25 172
4 26 19
4 27 263
4 28 141
4 29 142
4 30 91
4 31 287
4 32 214
4 33 50
4 34 152
4 35 185
4 36 62
4 37 189
4 38 124
4 39 149
4 40 57
4 41 179
4 42 169
4 43 270
4 44 53
4 45 100
4 46 263
4 47 52
4 48 59
4 49 107
4 50 4
4 51 102
4 52 195
4 53 261
4 54 46
4 55 143
4 56 268
4 57 123
4 58 105
4 59 157
4 60 146
4 61 144
4 62 119
4 63 274
4 64 91
4 65 57
4 66 228
4 67 116
4 68 278
4 69 126
4 70 128
4 71 57
4 72 121
4 73 0
4 74 238
4 75 289
4 76 95
4 77 125
4 78 117
4 79 47
4 80 88
4 81 236
4 82 271
4 83 188
4 84 191
4 85 68
4 86 277
4 87 246
4 88 75
4 89 153
4 90 143
4 91 85
4 92 184
4 93 284
4 94 219
4 95 68
4 96 46
4 97 93
4 98 237
4 99 203
4 100 217
5 6 38
5 7 99
5 8 288
5 9 253
5 10 221
5 11 22
5 12 249
5 13 9
5 14 245
5 15 99
5 16 289
5 17 179
5 18 222
5 19 249
5 20 146
5 21 95
5 22 256
5 23 3
5 24 15
5 25 279
5 26 246
5 27 257
5 28 159
5 29 151
5 30 177
5 31 162
5 32 32
5 33 178
5 34 100
5 35 267
5 36 64
5 37 167
5 38 42
5 39 43
5 40 284
5 41 11
5 42 94
5 43 252
5 44 241
5 45 34
5 46 214
5 47 89
5 48 263
5 49 92
5 50 89
5 51 114
5 52 104
