50 1225
1 2 0
1 3 51
1 4 81
1 5 91
1 6 64
1 7 34
1 8 92
1 9 6
1 10 46
1 11 28
1 12 58
1 13 104
1 14 143
1 15 30
1 16 66
1 17 18
1 18 18
1 19 21
1 20 25
1 21 92
1 22 118
1 23 27
1 24 60
1 25 127
1 26 42
1 27 149
1 28 134
1 29 47
1 30 16
1 31 37
1 32 141
1 33 114
1 34 22
1 35 54
1 36 12
1 37 22
1 38 130
1 39 108
1 40 149
1 41 100
1 42 135
1 43 35
1 44 50
1 45 67
1 46 131
1 47 15
1 48 130
1 49 49
1 50 43
2 3 102
2 4 142
2 5 57
2 6 83
2 7 124
2 8 89
2 9 92
2 10 1
2 11 23
2 12 52
2 13 2
2 14 65
2 15 74
2 16 3
2 17 122
2 18 149
2 19 59
2 20 114
2 21 108
2 22 46
2 23 49
2 24 35
2 25 142
2 26 99
2 27 96
2 28 103
2 29 115
2 30 145
2 31 16
2 32 54
2 33 101
2 34 90
2 35 137
2 36 9
2 37 29
2 38 114
2 39 88
2 40 108
2 41 106
2 42 86
2 43 55
2 44 6
2 45 80
2 46 0
2 47 12
2 48 63
2 49 149
2 50 145
3 4 38
3 5 90
3 6 98
3 7 124
3 8 135
3 9 85
3 10 44
3 11 123
3 12 104
3 13 56
3 14 17
3 15 64
3 16 0
3 17 2
3 18 33
3 19 121
3 20 59
3 21 92
3 22 36
3 23 4
3 24 144
3 25 123
3 26 122
3 27 72
3 28 5
3 29 118
3 30 105
3 31 19
3 32 75
3 33 129
3 34 116
3 35 88
3 36 115
3 37 20
3 38 128
3 39 47
3 40 23
3 41 92
3 42 47
3 43 147
3 44 25
3 45 116
3 46 75
3 47 12
3 48 45
3 49 2
3 50 27
4 5 14
4 6 29
4 7 30
4 8 64
4 9 48
4 10 125
4 11 144
4 12 111
4 13 114
4 14 30
4 15 73
4 16 89
4 17 139
4 18 68
4 19 102
4 20 55
4 21 93
4 22 143
4 23 19
4 24 97
4 25 108
4 26 148
4 27 120
4 28 93
4 29 69
4 30 49
4 31 51
4 32 119
4 33 55
4 34 39
4 35 16
4 36 122
4 37 105
4 38 146
4 39 70
4 40 117
4 41 25
