90 4005
1 2 132
1 3 84
1 4 146
1 5 14
1 6 252
1 7 45
1 8 93
1 9 8
1 10 168
1 11 133
1 12 27
1 13 84
1 14 162
1 15 29
1 16 210
1 17 81
1 18 121
1 19 194
1 20 7
1 21 155
1 22 23
1 23 238
1 24 139
1 25 52
1 26 116
1 27 47
1 28 253
1 29 113
1 30 129
1 31 215
1 32 83
1 33 249
1 34 60
1 35 48
1 36 93
1 37 93
1 38 149
1 39 108
1 40 53
1 41 145
1 42 115
1 43 100
1 44 252
1 45 96
1 46 210
1 47 156
1 48 181
1 49 80
1 50 88
1 51 17
1 52 234
1 53 106
1 54 225
1 55 5
1 56 5
1 57 190
1 58 69
1 59 214
1 60 256
1 61 62
1 62 217
1 63 105
1 64 96
1 65 63
1 66 179
1 67 199
1 68 214
1 69 168
1 70 212
1 71 248
1 72 184
1 73 143
1 74 21
1 75 260
1 76 68
1 77 83
1 78 192
1 79 16
1 80 198
1 81 34
1 82 165
1 83 230
1 84 70
1 85 247
1 86 183
1 87 100
1 88 93
1 89 212
1 90 191
2 3 11
2 4 104
2 5 226
2 6 142
2 7 64
2 8 19
2 9 9
2 10 195
2 11 175
2 12 70
2 13 249
2 14 232
2 15 129
2 16 19
2 17 241
2 18 118
2 19 44
2 20 24
2 21 92
2 22 10
2 23 53
2 24 138
2 25 64
2 26 72
2 27 63
2 28 257
2 29 153
2 30 0
2 31 6
2 32 214
2 33 141
2 34 165
2 35 211
2 36 227
2 37 234
2 38 105
2 39 252
2 40 38
2 41 8
2 42 38
2 43 104
2 44 118
2 45 207
2 46 76
2 47 223
2 48 107
2 49 187
2 50 54
2 51 87
2 52 170
2 53 231
2 54 175
2 55 259
2 56 18
2 57 168
2 58 176
2 59 74
2 60 109
2 61 72
2 62 55
2 63 151
2 64 103
2 65 81
2 66 91
2 67 62
2 68 214
2 69 201
2 70 265
2 71 0
2 72 144
2 73 212
2 74 229
2 75 75
2 76 125
2 77 246
2 78 62
2 79 117
2 80 205
2 81 95
2 82 187
2 83 220
2 84 9
2 85 49
2 86 112
2 87 258
2 88 99
2 89 78
2 90 141
3 4 100
3 5 176
3 6 97
3 7 70
3 8 49
3 9 37
3 10 45
3 11 159
3 12 217
3 13 247
3 14 20
3 15 136
3 16 190
3 17 186
3 18 110
3 19 19
3 20 20
3 21 160
3 22 61
3 23 124
3 24 251
3 25 160
3 26 256
3 27 201
3 28 27
3 29 236
3 30 51
3 31 18
3 32 200
3 33 182
3 34 128
3 35 64
3 36 220
3 37 171
3 38 93
3 39 50
3 40 25
3 41 110
3 42 150
3 43 238
3 44 223
3 45 69
3 46 53
3 47 181
3 48 135
3 49 159
3 50 131
3 51 84
3 52 209
3 53 14
3 54 113
3 55 180
3 56 142
3 57 231
3 58 234
3 59 161
3 60 36
3 61 231
3 62 15
3 63 227
3 64 62
3 65 232
3 66 183
3 67 80
3 68 12
3 69 147
3 70 0
3 71 201
3 72 257
3 73 69
3 74 124
3 75 48
3 76 82
3 77 32
3 78 237
3 79 104
3 80 260
3 81 195
3 82 241
3 83 118
3 84 114
3 85 98
3 86 79
3 87 50
3 88 53
3 89 165
3 90 210
4 5 169
4 6 33
4 7 222
4 8 135
4 9 142
4 10 54
4 11 180
4 12 112
4 13 245
4 14 241
4 15 243
4 16 106
4 17 9
4 18 57
4 19 85
4 20 86
4 21 83
4 22 192
4 23 121
4 24 107
4 25 184
4 26 9
4 27 143
4 28 266
4 29 129
4 30 94
4 31 38
4 32 6
4 33 26
4 34 126
4 35 192
4 36 152
4 37 121
4 38 160
4 39 162
4 40 129
4 41 149
4 42 238
4 43 233
4 44 96
4 45 225
4 46 23
4 47 216
4 48 246
4 49 219
4 50 66
4 51 90
4 52 191
4 53 126
4 54 32
4 55 92
4 56 29
4 57 44
4 58 79
4 59 182
4 60 149
4 61 195
4 62 165
4 63 233
4 64 71
4 65 45
4 66 142
4 67 231
4 68 183
4 69 93
4 70 182
4 71 13
4 72 58
4 73 72
4 74 240
4 75 44
4 76 228
4 77 212
4 78 189
4 79 106
4 80 189
4 81 152
4 82 251
4 83 18
4 84 45
4 85 202
4 86 11
4 87 106
4 88 251
4 89 262
4 90 268
5 6 15
5 7 104
5 8 214
5 9 81
5 10 139
5 11 225
5 12 264
5 13 168
5 14 205
5 15 159
5 16 105
5 17 26
5 18 259
5 19 6
5 20 110
5 21 60
5 22 98
5 23 149
5 24 52
5 25 74
5 26 105
5 27 261
5 28 29
5 29 234
5 30 147
5 31 116
5 32 44
5 33 103
5 34 58
5 35 131
5 36 92
5 37 205
5 38 4
5 39 72
5 40 4
5 41 76
5 42 122
5 43 190
5 44 0
5 45 107
5 46 73
5 47 149
5 48 29
5 49 131
5 50 25
5 51 186
5 52 95
5 53 170
5 54 29
5 55 3
5 56 24
5 57 237
5 58 96
5 59 57
5 60 125
5 61 137
5 62 17
5 63 44
5 64 233
5 65 39
5 66 74
5 67 54
5 68 196
5 69 163
5 70 221
5 71 212
5 72 244
5 73 71
5 74 12
5 75 46
5 76 32
5 77 138
5 78 249
5 79 199
5 80 164
5 81 260
5 82 211
5 83 100
5 84 90
5 85 2
5 86 245
5 87 180
5 88 45
