50 1225
1 2 102
1 3 92
1 4 14
1 5 106
1 6 71
1 7 20
1 8 102
1 9 121
1 10 74
1 11 87
1 12 116
1 13 99
1 14 103
1 15 130
1 16 149
1 17 52
1 18 1
1 19 87
1 20 37
1 21 129
1 22 20
1 23 57
1 24 21
1 25 88
1 26 48
1 27 58
1 28 14
1 29 50
1 30 107
1 31 54
1 32 63
1 33 130
1 34 50
1 35 134
1 36 20
1 37 72
1 38 17
1 39 131
1 40 88
1 41 59
1 42 13
1 43 8
1 44 89
1 45 52
1 46 129
1 47 83
1 48 91
1 49 110
1 50 7
2 3 34
2 4 80
2 5 49
2 6 103
2 7 131
2 8 1
2 9 133
2 10 53
2 11 105
2 12 3
2 13 53
2 14 145
2 15 43
2 16 13
2 17 94
2 18 47
2 19 14
2 20 39
2 21 81
2 22 110
2 23 52
2 24 23
2 25 123
2 26 40
2 27 14
2 28 44
2 29 64
2 30 88
2 31 70
2 32 8
2 33 87
2 34 128
2 35 135
2 36 62
2 37 138
2 38 80
2 39 135
2 40 32
2 41 122
2 42 4
2 43 40
2 44 27
2 45 134
2 46 71
2 47 11
2 48 32
2 49 47
2 50 61
3 4 36
3 5 98
3 6 103
3 7 34
3 8 100
3 9 130
3 10 0
3 11 4
3 12 141
3 13 102
3 14 26
3 15 136
3 16 14
3 17 89
3 18 41
3 19 123
3 20 62
3 21 95
3 22 51
3 23 95
3 24 131
3 25 142
3 26 28
3 27 35
3 28 12
3 29 70
3 30 85
3 31 27
3 32 65
3 33 44
3 34 61
3 35 133
3 36 27
3 37 27
3 38 107
3 39 43
3 40 83
3 41 29
3 42 74
3 43 127
3 44 91
3 45 128
3 46 120
3 47 26
3 48 120
3 49 115
3 50 2
4 5 102
4 6 136
4 7 61
4 8 50
4 9 58
4 10 117
4 11 95
4 12 112
4 13 61
4 14 51
4 15 11
4 16 38
4 17 129
4 18 130
4 19 112
4 20 100
4 21 112
4 22 80
4 23 112
4 24 1
4 25 129
4 26 53
4 27 86
4 28 128
4 29 146
4 30 125
4 31 129
4 32 52
4 33 67
4 34 122
4 35 144
4 36 37
4 37 23
4 38 68
4 39 115
4 40 97
4 41 138
4 42 143
4 43 96
4 44 123
4 45 69
4 46 92
4 47 2
4 48 147
4 49 146
4 50 89
5 6 146
5 7 147
5 8 95
5 9 51
5 10 127
5 11 38
5 12 81
5 13 103
5 14 128
5 15 10
5 16 41
5 17 98
5 18 6
5 19 143
5 20 89
5 21 111
5 22 59
5 23 112
5 24 1
5 25 128
5 26 47
5 27 139
5 28 36
5 29 8
5 30 98
5 31 146
5 32 47
5 33 130
5 34 147
5 35 53
5 36 119
5 37 115
5 38 74
5 39 112
5 40 103
5 41 83
5 42 111
5 43 98
5 44 92
5 45 145
5 46 127
5 47 109
5 48 81
5 49 53
5 50 67
6 7 32
6 8 141
6 9 20
6 10 47
6 11 147
6 12 127
6 13 135
6 14 134
6 15 144
6 16 127
6 17 32
6 18 114
6 19 118
6 20 21
6 21 37
6 22 108
6 23 50
6 24 7
6 25 26
6 26 26
6 27 20
6 28 29
6 29 96
6 30 27
6 31 110
6 32 60
6 33 47
6 34 146
6 35 3
6 36 34
6 37 48
6 38 16
6 39 45
6 40 116
6 41 5
6 42 98
6 43 123
6 44 36
6 45 23
6 46 92
6 47 45
6 48 94
6 49 98
6 50 115
7 8 66
7 9 127
7 10 17
7 11 24
7 12 53
