60 1770
1 2 15
1 3 33
1 4 139
1 5 139
1 6 57
1 7 172
1 8 126
1 9 55
1 10 56
1 11 76
1 12 111
1 13 149
1 14 131
1 15 19
1 16 19
1 17 9
1 18 45
1 19 59
1 20 39
1 21 134
1 22 125
1 23 1
1 24 57
1 25 160
1 26 170
1 27 162
1 28 18
1 29 85
1 30 56
1 31 131
1 32 144
1 33 90
1 34 173
1 35 33
1 36 67
1 37 29
1 38 122
1 39 44
1 40 111
1 41 18
1 42 19
1 43 173
1 44 76
1 45 147
1 46 148
1 47 82
1 48 151
1 49 2
1 50 156
1 51 93
1 52 100
1 53 154
1 54 93
1 55 151
1 56 100
1 57 119
1 58 41
1 59 119
1 60 20
2 3 125
2 4 16
2 5 26
2 6 8
2 7 63
2 8 110
2 9 62
2 10 54
2 11 156
2 12 118
2 13 60
2 14 48
2 15 108
2 16 5
2 17 172
2 18 5
2 19 164
2 20 128
2 21 11
2 22 116
2 23 73
2 24 37
2 25 178
2 26 107
2 27 4
2 28 35
2 29 62
2 30 65
2 31 167
2 32 52
2 33 99
2 34 175
2 35 24
2 36 144
2 37 123
2 38 50
2 39 147
2 40 170
2 41 24
2 42 105
2 43 51
2 44 39
2 45 75
2 46 154
2 47 90
2 48 122
2 49 139
2 50 79
2 51 45
2 52 132
2 53 91
2 54 111
2 55 34
2 56 53
2 57 160
2 58 151
2 59 114
2 60 32
3 4 48
3 5 152
3 6 96
3 7 132
3 8 103
3 9 147
3 10 42
3 11 112
3 12 147
3 13 39
3 14 15
3 15 8
3 16 40
3 17 6
3 18 58
3 19 91
3 20 13
3 21 69
3 22 76
3 23 125
3 24 30
3 25 45
3 26 165
3 27 19
3 28 5
3 29 115
3 30 144
3 31 130
3 32 26
3 33 93
3 34 134
3 35 54
3 36 44
3 37 159
3 38 100
3 39 4
3 40 107
3 41 141
3 42 102
3 43 174
3 44 164
3 45 98
3 46 21
3 47 7
3 48 89
3 49 136
3 50 91
3 51 6
3 52 175
3 53 93
3 54 134
3 55 177
3 56 129
3 57 119
3 58 110
3 59 21
3 60 88
4 5 9
4 6 156
4 7 159
4 8 90
4 9 113
4 10 171
4 11 42
4 12 154
4 13 152
4 14 172
4 15 34
4 16 93
4 17 171
4 18 115
4 19 159
4 20 122
4 21 124
4 22 58
4 23 47
4 24 53
4 25 90
4 26 84
4 27 50
4 28 140
4 29 14
4 30 124
4 31 85
4 32 179
4 33 175
4 34 65
4 35 83
4 36 102
4 37 179
4 38 34
4 39 177
4 40 109
4 41 166
4 42 138
4 43 115
4 44 132
4 45 126
4 46 125
4 47 7
4 48 90
4 49 125
4 50 70
4 51 34
4 52 138
4 53 41
4 54 179
4 55 142
4 56 78
4 57 52
4 58 125
4 59 0
4 60 14
5 6 57
5 7 83
5 8 162
5 9 112
5 10 1
5 11 91
5 12 33
5 13 129
5 14 65
5 15 125
5 16 137
5 17 76
5 18 32
5 19 68
5 20 147
5 21 5
5 22 90
5 23 109
5 24 52
5 25 9
5 26 144
5 27 27
5 28 55
5 29 20
5 30 37
5 31 167
5 32 59
5 33 93
5 34 179
5 35 94
