100 4950
1 2 191
1 3 80
1 4 91
1 5 269
1 6 161
1 7 71
1 8 280
1 9 109
1 10 92
1 11 176
1 12 253
1 13 236
1 14 125
1 15 34
1 16 140
1 17 37
1 18 231
1 19 81
1 20 91
1 21 145
1 22 67
1 23 171
1 24 242
1 25 192
1 26 125
1 27 79
1 28 96
1 29 23
1 30 89
1 31 138
1 32 27
1 33 245
1 34 142
1 35 263
1 36 168
1 37 283
1 38 248
1 39 223
1 40 133
1 41 181
1 42 178
1 43 227
1 44 187
1 45 1
1 46 131
1 47 215
1 48 68
1 49 114
1 50 160
1 51 275
1 52 90
1 53 273
1 54 43
1 55 18
1 56 48
1 57 138
1 58 110
1 59 160
1 60 40
1 61 264
1 62 75
1 63 72
1 64 19
1 65 224
1 66 84
1 67 38
1 68 34
1 69 119
1 70 287
1 71 244
1 72 118
1 73 132
1 74 141
1 75 185
1 76 252
1 77 90
1 78 118
1 79 148
1 80 145
1 81 132
1 82 149
1 83 6
1 84 241
1 85 65
1 86 167
1 87 100
1 88 261
1 89 293
1 90 91
1 91 93
1 92 252
1 93 178
1 94 125
1 95 111
1 96 215
1 97 10
1 98 64
1 99 208
1 100 215
2 3 43
2 4 140
2 5 34
2 6 132
2 7 236
2 8 156
2 9 17
2 10 241
2 11 172
2 12 225
2 13 35
2 14 254
2 15 147
2 16 176
2 17 107
2 18 15
2 19 32
2 20 152
2 21 43
2 22 275
2 23 215
2 24 73
2 25 263
2 26 141
2 27 76
2 28 125
2 29 114
2 30 185
2 31 42
2 32 42
2 33 17
2 34 118
2 35 213
2 36 299
2 37 222
2 38 241
2 39 209
2 40 91
2 41 166
2 42 252
2 43 246
2 44 286
2 45 120
2 46 114
2 47 47
2 48 59
2 49 227
2 50 84
2 51 283
2 52 260
2 53 5
2 54 193
2 55 108
2 56 249
2 57 248
2 58 245
2 59 226
2 60 0
2 61 263
2 62 193
2 63 176
2 64 127
2 65 206
2 66 177
2 67 194
2 68 66
2 69 122
2 70 246
2 71 35
2 72 289
2 73 138
2 74 43
2 75 48
2 76 256
2 77 289
2 78 120
2 79 24
2 80 157
2 81 45
2 82 78
2 83 193
2 84 265
2 85 231
2 86 261
2 87 176
2 88 233
2 89 63
2 90 58
2 91 163
2 92 13
2 93 78
2 94 97
2 95 36
2 96 51
2 97 279
2 98 43
2 99 248
2 100 154
3 4 30
3 5 235
3 6 235
3 7 3
3 8 46
3 9 208
3 10 227
3 11 233
3 12 257
3 13 116
3 14 154
3 15 261
3 16 161
3 17 238
3 18 127
3 19 29
3 20 226
3 21 132
3 22 151
3 23 205
3 24 116
3 25 15
3 26 225
3 27 186
3 28 69
3 29 235
3 30 168
3 31 234
3 32 22
3 33 164
3 34 187
3 35 50
3 36 107
3 37 224
3 38 89
3 39 157
3 40 281
3 41 197
3 42 51
3 43 182
3 44 273
3 45 237
3 46 228
3 47 258
3 48 8
3 49 176
3 50 182
3 51 241
3 52 103
3 53 265
3 54 212
3 55 292
3 56 59
3 57 211
3 58 232
3 59 126
3 60 157
3 61 75
3 62 244
3 63 186
3 64 159
3 65 58
3 66 82
3 67 258
3 68 290
3 69 245
3 70 65
3 71 28
3 72 52
3 73 228
3 74 190
3 75 77
3 76 102
3 77 112
3 78 189
3 79 192
3 80 181
3 81 170
3 82 62
3 83 12
3 84 290
3 85 267
3 86 211
3 87 172
3 88 154
3 89 145
3 90 32
3 91 111
3 92 147
3 93 284
3 94 216
3 95 225
3 96 196
3 97 134
3 98 246
3 99 85
3 100 41
4 5 68
4 6 55
4 7 233
4 8 101
4 9 58
4 10 216
