40 780
1 2 33
1 3 75
1 4 53
1 5 83
1 6 60
1 7 4
1 8 2
1 9 97
1 10 23
1 11 89
1 12 92
1 13 112
1 14 94
1 15 74
1 16 65
1 17 13
1 18 116
1 19 99
1 20 97
1 21 71
1 22 114
1 23 77
1 24 13
1 25 47
1 26 33
1 27 104
1 28 18
1 29 43
1 30 29
1 31 95
1 32 3
1 33 51
1 34 78
1 35 30
1 36 78
1 37 12
1 38 52
1 39 93
1 40 79
2 3 36
2 4 59
2 5 94
2 6 27
2 7 74
2 8 28
2 9 19
2 10 68
2 11 55
2 12 101
2 13 99
2 14 91
2 15 87
2 16 29
2 17 4
2 18 89
2 19 61
2 20 18
2 21 67
2 22 117
2 23 77
2 24 73
2 25 7
2 26 76
2 27 65
2 28 10
2 29 31
2 30 30
2 31 20
2 32 75
2 33 21
2 34 103
2 35 20
2 36 46
2 37 6
2 38 114
2 39 70
2 40 21
3 4 96
3 5 43
3 6 43
3 7 53
3 8 0
3 9 101
3 10 26
3 11 19
3 12 3
3 13 111
3 14 102
3 15 101
3 16 66
3 17 53
3 18 38
3 19 60
3 20 103
3 21 65
3 22 79
3 23 97
3 24 107
3 25 119
3 26 36
3 27 74
3 28 89
3 29 108
3 30 61
3 31 83
3 32 64
3 33 51
3 34 108
3 35 24
3 36 15
3 37 15
3 38 42
3 39 45
3 40 97
4 5 86
4 6 14
4 7 35
4 8 38
4 9 79
4 10 88
4 11 27
4 12 98
4 13 79
4 14 117
4 15 57
4 16 36
4 17 32
4 18 67
4 19 2
4 20 114
4 21 5
4 22 21
4 23 24
4 24 0
4 25 63
4 26 111
4 27 94
4 28 4
4 29 8
4 30 76
4 31 119
4 32 44
4 33 61
4 34 114
4 35 17
4 36 62
4 37 25
4 38 28
4 39 13
4 40 12
5 6 84
5 7 31
5 8 13
5 9 24
5 10 83
5 11 55
5 12 9
5 13 19
5 14 69
5 15 52
5 16 92
5 17 43
5 18 106
5 19 116
5 20 14
5 21 97
5 22 118
5 23 66
5 24 52
5 25 65
5 26 89
5 27 62
5 28 82
5 29 81
5 30 38
5 31 13
5 32 31
5 33 81
5 34 83
5 35 2
