90 4005
1 2 169
1 3 238
1 4 121
1 5 69
1 6 123
1 7 260
1 8 158
1 9 116
1 10 160
1 11 65
1 12 74
1 13 206
1 14 93
1 15 205
1 16 101
1 17 114
1 18 236
1 19 8
1 20 165
1 21 233
1 22 228
1 23 145
1 24 180
1 25 127
1 26 14
1 27 37
1 28 223
1 29 239
1 30 231
1 31 15
1 32 238
1 33 148
1 34 185
1 35 146
1 36 193
1 37 107
1 38 119
1 39 251
1 40 262
1 41 145
1 42 268
1 43 195
1 44 24
1 45 62
1 46 23
1 47 4
1 48 130
1 49 41
1 50 239
1 51 91
1 52 227
1 53 243
1 54 150
1 55 192
1 56 27
1 57 124
1 58 229
1 59 86
1 60 109
1 61 131
1 62 110
1 63 226
1 64 158
1 65 138
1 66 100
1 67 162
1 68 143
1 69 177
1 70 197
1 71 65
1 72 185
1 73 116
1 74 171
1 75 49
1 76 50
1 77 121
1 78 248
1 79 80
1 80 198
1 81 63
1 82 122
1 83 81
1 84 63
1 85 23
1 86 89
1 87 82
1 88 66
1 89 107
1 90 22
2 3 121
2 4 120
2 5 94
2 6 166
2 7 248
2 8 123
2 9 144
2 10 60
2 11 65
2 12 42
2 13 258
2 14 203
2 15 31
2 16 182
2 17 269
2 18 193
2 19 169
2 20 148
2 21 227
2 22 188
2 23 187
2 24 186
2 25 152
2 26 44
2 27 82
2 28 6
2 29 24
2 30 60
2 31 104
2 32 34
2 33 201
2 34 98
2 35 117
2 36 203
2 37 85
2 38 211
2 39 111
2 40 47
2 41 233
2 42 262
2 43 16
2 44 193
2 45 182
2 46 261
2 47 182
2 48 45
2 49 184
2 50 218
2 51 176
2 52 209
2 53 42
2 54 269
2 55 118
2 56 100
2 57 72
2 58 161
2 59 28
2 60 99
2 61 183
2 62 205
2 63 68
2 64 206
2 65 95
2 66 115
2 67 265
2 68 73
2 69 37
2 70 207
2 71 144
2 72 226
2 73 36
2 74 39
2 75 151
2 76 248
2 77 17
2 78 61
2 79 235
2 80 40
2 81 99
2 82 221
2 83 269
2 84 254
2 85 155
2 86 152
2 87 161
2 88 254
2 89 254
2 90 197
3 4 266
3 5 77
3 6 21
3 7 109
3 8 178
3 9 141
3 10 120
3 11 44
3 12 269
3 13 96
3 14 255
3 15 181
3 16 48
3 17 260
3 18 154
3 19 243
3 20 33
3 21 209
3 22 219
3 23 16
3 24 58
3 25 43
3 26 186
3 27 56
3 28 144
3 29 218
3 30 231
3 31 168
3 32 194
3 33 146
3 34 237
3 35 114
3 36 101
3 37 139
3 38 249
3 39 182
3 40 143
3 41 33
3 42 178
3 43 163
3 44 75
3 45 258
3 46 79
3 47 45
3 48 99
3 49 117
3 50 261
3 51 7
3 52 12
3 53 218
3 54 203
3 55 259
3 56 143
3 57 183
3 58 102
3 59 122
3 60 146
3 61 184
3 62 67
3 63 99
3 64 63
3 65 27
3 66 148
3 67 134
3 68 191
3 69 29
3 70 95
3 71 218
3 72 59
3 73 212
3 74 177
3 75 166
3 76 179
3 77 80
3 78 165
3 79 67
3 80 8
3 81 117
3 82 220
3 83 10
3 84 156
3 85 125
3 86 71
3 87 78
3 88 22
3 89 207
3 90 129
4 5 90
4 6 167
4 7 62
4 8 31
4 9 82
4 10 172
4 11 249
4 12 88
4 13 86
4 14 212
4 15 179
4 16 160
4 17 67
4 18 124
4 19 266
4 20 9
4 21 52
4 22 126
4 23 212
4 24 215
4 25 51
4 26 163
4 27 252
4 28 56
4 29 72
4 30 260
4 31 249
4 32 70
4 33 130
4 34 112
4 35 98
4 36 214
4 37 85
4 38 263
4 39 241
4 40 87
4 41 75
4 42 38
4 43 200
4 44 111
4 45 180
4 46 228
4 47 49
4 48 248
4 49 174
4 50 102
4 51 260
4 52 111
4 53 173
4 54 98
4 55 124
4 56 247
4 57 228
4 58 60
4 59 218
4 60 175
4 61 85
4 62 219
4 63 155
4 64 63
4 65 27
4 66 156
4 67 76
4 68 193
4 69 206
4 70 226
4 71 70
4 72 246
4 73 5
4 74 106
4 75 22
4 76 239
4 77 243
4 78 91
4 79 174
4 80 128
4 81 66
4 82 75
4 83 248
4 84 257
4 85 138
4 86 213
4 87 214
4 88 132
4 89 240
4 90 163
5 6 50
5 7 138
5 8 147
5 9 153
5 10 202
5 11 157
5 12 98
5 13 36
5 14 11
5 15 266
5 16 74
5 17 189
5 18 196
5 19 169
5 20 230
5 21 44
5 22 25
5 23 88
5 24 40
5 25 198
5 26 176
5 27 83
5 28 219
5 29 197
5 30 144
5 31 0
5 32 184
5 33 70
5 34 69
5 35 256
5 36 240
5 37 244
5 38 254
5 39 137
5 40 44
5 41 232
5 42 105
5 43 74
5 44 32
5 45 238
5 46 122
5 47 155
5 48 17
5 49 195
5 50 0
5 51 239
5 52 110
5 53 199
5 54 92
5 55 35
5 56 211
5 57 74
5 58 259
5 59 149
5 60 253
5 61 168
5 62 136
5 63 53
5 64 179
5 65 189
5 66 183
5 67 180
5 68 268
5 69 133
5 70 31
5 71 226
5 72 162
5 73 200
5 74 224
5 75 47
5 76 60
5 77 48
5 78 218
5 79 172
5 80 249
5 81 84
5 82 5
5 83 135
5 84 41
5 85 58
5 86 182
5 87 143
5 88 95
5 89 257
5 90 264
6 7 254
6 8 229
6 9 154
6 10 77
6 11 269
6 12 31
6 13 142
6 14 139
6 15 228
6 16 234
6 17 27
6 18 163
6 19 91
6 20 134
6 21 117
6 22 266
6 23 229
6 24 152
6 25 224
6 26 98
6 27 205
6 28 142
6 29 148
6 30 237
6 31 187
6 32 109
6 33 153
6 34 175
6 35 251
6 36 236
6 37 63
6 38 262
6 39 18
6 40 109
6 41 119
6 42 153
6 43 187
6 44 133
6 45 167
6 46 170
6 47 59
6 48 238
6 49 189
6 50 66
6 51 130
6 52 233
6 53 74
6 54 94
6 55 148
6 56 255
6 57 241
6 58 37
6 59 66
6 60 259
